Object,Property,Value,False,ObjectProperty
Object278,Property4,245133,"[622096, 750249, 681135, 692023, 741612, 999140, 897300, 951672, 692752, 573035, 667408, 610121, 774390, 821694, 917914, 610444, 522681, 986644, 830821, 746431]",Object278Property4
Object278,Property5,220568,"[687001, 985133, 891395, 988493, 763035, 670559, 522961, 863212, 819727, 957624, 614959, 604583, 836904, 706618, 701739, 683602, 543376, 687705, 824517, 530809]",Object278Property5
Object278,Property6,207831,"[869894, 985607, 501774, 851541, 649334, 525432, 551857, 969581, 624576, 546323, 946994, 822825, 992795, 584181, 719632, 626182, 941824, 883619, 976747, 961391]",Object278Property6
Object279,Property1,461191,"[992398, 651181, 696399, 761517, 548854, 917062, 829469, 792243, 929185, 754731, 866620, 549638, 745589, 531331, 703904, 981024, 967507, 664171, 528210, 557049]",Object279Property1
Object279,Property2,349725,"[628221, 708013, 812601, 549612, 800176, 620416, 519142, 943088, 723980, 966413, 584841, 535908, 676804, 711250, 516747, 874423, 500819, 945645, 676483, 742103]",Object279Property2
Object279,Property3,360541,"[902337, 991991, 804599, 987227, 747704, 644401, 827673, 502689, 851042, 688420, 902861, 738505, 890986, 571926, 958410, 850091, 808887, 954281, 833267, 656348]",Object279Property3
Object279,Property4,220132,"[960712, 596798, 738031, 891669, 909781, 746897, 765950, 756963, 919502, 807025, 898728, 882414, 540148, 769347, 701914, 770687, 827055, 771585, 810772, 890169]",Object279Property4
Object279,Property5,261146,"[941881, 533855, 905324, 636333, 693571, 653889, 942958, 591681, 565656, 699035, 928579, 615467, 526593, 705748, 505375, 796838, 574342, 703306, 633568, 646965]",Object279Property5
Object279,Property6,122350,"[664524, 557535, 683054, 655980, 676078, 519131, 979851, 825495, 598545, 674052, 750991, 563343, 979243, 766561, 633985, 681559, 562464, 940449, 505552, 667566]",Object279Property6
Object280,Property1,186044,"[703779, 853033, 895555, 764537, 833147, 762958, 652463, 826034, 569213, 999027, 868263, 842379, 874639, 852763, 818948, 556025, 704437, 755273, 610658, 649501]",Object280Property1
Object280,Property2,401644,"[566316, 996698, 681354, 676310, 985764, 535464, 970058, 626271, 648761, 821658, 935007, 859794, 583300, 956319, 912524, 606375, 988902, 806087, 736160, 827994]",Object280Property2
Object280,Property3,376577,"[890076, 863063, 933055, 795987, 588652, 509360, 685350, 806527, 560968, 727002, 615483, 652952, 958107, 739937, 845784, 896195, 578246, 588123, 984185, 870614]",Object280Property3
Object280,Property4,223934,"[543117, 617434, 519472, 970271, 874879, 668918, 961827, 866773, 815103, 858101, 711977, 515882, 828840, 917389, 882287, 747206, 763620, 674572, 685708, 975997]",Object280Property4
Object280,Property5,197248,"[997309, 712281, 513257, 615313, 502915, 969277, 655387, 731990, 730979, 850539, 753557, 915711, 513374, 535496, 683086, 759164, 780192, 914336, 509834, 778517]",Object280Property5
Object280,Property6,448109,"[551144, 548082, 833929, 855463, 856786, 900383, 912124, 671507, 531857, 992941, 992221, 968683, 636981, 856727, 552742, 757550, 792774, 735161, 505182, 812265]",Object280Property6
Object281,Property1,127126,"[955277, 825455, 815608, 819173, 542537, 649229, 842977, 840794, 801295, 563926, 701425, 509199, 846854, 712324, 562841, 700220, 656973, 604895, 911552, 544164]",Object281Property1
Object281,Property2,462954,"[644047, 611648, 993593, 648719, 658388, 977944, 640192, 859350, 655211, 507972, 607149, 844138, 765167, 720950, 917213, 707102, 811163, 729691, 745570, 658900]",Object281Property2
Object281,Property3,125923,"[674903, 592637, 819941, 647866, 866521, 609178, 911994, 995177, 704170, 589158, 836603, 572661, 643719, 536003, 704234, 549969, 538088, 688282, 981574, 985289]",Object281Property3
Object281,Property4,376532,"[676662, 561805, 507711, 947204, 904631, 569934, 992444, 992595, 619693, 535688, 528716, 606814, 562811, 660683, 595124, 649812, 777601, 554062, 638722, 941772]",Object281Property4
Object281,Property5,268366,"[583310, 518822, 637241, 979718, 865316, 717914, 580843, 837439, 561780, 721449, 883888, 892802, 737227, 810357, 555998, 587174, 517909, 770839, 511490, 513285]",Object281Property5
Object281,Property6,401018,"[549139, 773961, 546570, 757667, 892226, 777651, 802806, 982150, 797183, 587805, 705802, 514076, 674750, 851731, 936108, 516575, 962054, 659837, 737710, 527035]",Object281Property6
Object282,Property1,470103,"[757610, 977610, 740460, 888764, 766839, 829958, 996200, 541327, 979234, 852192, 701482, 570776, 947197, 601409, 762285, 525383, 904210, 826713, 978007, 691595]",Object282Property1
Object282,Property2,430156,"[868806, 934396, 878354, 808392, 782152, 579407, 953297, 855489, 634125, 975140, 803261, 892434, 525590, 720646, 710177, 676060, 886639, 505626, 609628, 733069]",Object282Property2
Object282,Property3,328926,"[795168, 667642, 921909, 843043, 551331, 897505, 625324, 960387, 649049, 892731, 609159, 600654, 918677, 693085, 640394, 590361, 929212, 828001, 764922, 755382]",Object282Property3
Object282,Property4,330705,"[552012, 657334, 770632, 563859, 951730, 763078, 656121, 782694, 501225, 709785, 889463, 672366, 560513, 702000, 745333, 719667, 944241, 719388, 568311, 797798]",Object282Property4
Object282,Property5,496556,"[507966, 874019, 512700, 644143, 739227, 862604, 999875, 508457, 575988, 898135, 608104, 944950, 827797, 631689, 924158, 585214, 798310, 620186, 987138, 570819]",Object282Property5
Object282,Property6,375610,"[942516, 791526, 850698, 803738, 818991, 615872, 895485, 641096, 587432, 882396, 797157, 875544, 772820, 916050, 613434, 658086, 933734, 973334, 840578, 783090]",Object282Property6
Object283,Property1,395605,"[984357, 512141, 930139, 727970, 518313, 969390, 688037, 902312, 752294, 544571, 892020, 972302, 575285, 510839, 880324, 991673, 600418, 999368, 965205, 950979]",Object283Property1
Object283,Property2,393749,"[878458, 512670, 669026, 954355, 818794, 783059, 852878, 592688, 617074, 661046, 981176, 568743, 576671, 531396, 609751, 752253, 808367, 611704, 974207, 506000]",Object283Property2
Object283,Property3,411520,"[741307, 764186, 755754, 948405, 740080, 731164, 538777, 995342, 747063, 712337, 945654, 921034, 943975, 835706, 921201, 627715, 932279, 839448, 700634, 726298]",Object283Property3
Object283,Property4,298797,"[682661, 740224, 591292, 744607, 852760, 640067, 540816, 738290, 507093, 857308, 905094, 623183, 787603, 597883, 702922, 955775, 560571, 895259, 798558, 662504]",Object283Property4
Object283,Property5,458153,"[856015, 703200, 686214, 639808, 961698, 807053, 557910, 560106, 696201, 522977, 772278, 761441, 580402, 768766, 694588, 527729, 637307, 698678, 614174, 859590]",Object283Property5
Object283,Property6,312972,"[977477, 587133, 557025, 755959, 734728, 973516, 980794, 818424, 647245, 575224, 965033, 621831, 833390, 634784, 750796, 677000, 827332, 563977, 886076, 831381]",Object283Property6
Object284,Property1,392949,"[880641, 943457, 528431, 528528, 675359, 925858, 805248, 942629, 888128, 555804, 649578, 745614, 880790, 882182, 635500, 888043, 641930, 699153, 639584, 941966]",Object284Property1
Object284,Property2,279978,"[531613, 860792, 817006, 890014, 861058, 960249, 869987, 689155, 585747, 853363, 963403, 933439, 626107, 721939, 711493, 590053, 592595, 750611, 629870, 509547]",Object284Property2
Object284,Property3,406592,"[748931, 697446, 763509, 540028, 867893, 577089, 512019, 907849, 521897, 770274, 582934, 877983, 810866, 986210, 613854, 775299, 599324, 972234, 620755, 958071]",Object284Property3
Object284,Property4,326760,"[617033, 799469, 573643, 653695, 855569, 821828, 836513, 686138, 699965, 536031, 733720, 567525, 516294, 960583, 565942, 929414, 553190, 660771, 566129, 933190]",Object284Property4
Object284,Property5,406511,"[693286, 953819, 680621, 846770, 853052, 605452, 918422, 728679, 811629, 691415, 564880, 855507, 512461, 652643, 680451, 945373, 615287, 664046, 718622, 970496]",Object284Property5
Object284,Property6,245307,"[857376, 906184, 994917, 555831, 902788, 863073, 767519, 681055, 727263, 532617, 696523, 668502, 950569, 936533, 915604, 871407, 775139, 574759, 869363, 964974]",Object284Property6
Object285,Property1,380486,"[555093, 668999, 750229, 844651, 859772, 577808, 571514, 750745, 969191, 820720, 591999, 734708, 592650, 818413, 761253, 693145, 545201, 896773, 821210, 934398]",Object285Property1
Object285,Property2,118185,"[845961, 928636, 820883, 916420, 623381, 620514, 769217, 509560, 609983, 773471, 657766, 688266, 970633, 629876, 682588, 826460, 514225, 774151, 592117, 500850]",Object285Property2
Object285,Property3,224360,"[594009, 505332, 542420, 978442, 841008, 887229, 593683, 762042, 521145, 543714, 681606, 524240, 666322, 838760, 862901, 816988, 608355, 670489, 988060, 976759]",Object285Property3
Object285,Property4,333119,"[823936, 560701, 727838, 672055, 551559, 572424, 943548, 668221, 841106, 507379, 561584, 742216, 645217, 658302, 832614, 956129, 756918, 640123, 958404, 673058]",Object285Property4
Object285,Property5,403931,"[565672, 830946, 615728, 525578, 597647, 893052, 788137, 811766, 736243, 795229, 771183, 957546, 575914, 824869, 785602, 572630, 823940, 658127, 501235, 691479]",Object285Property5
Object285,Property6,485696,"[611245, 541264, 999676, 683328, 912645, 719235, 569185, 664043, 829623, 864012, 859617, 514186, 685345, 539668, 782498, 882318, 511839, 566034, 956086, 654352]",Object285Property6
Object286,Property1,194650,"[879696, 940388, 905218, 987750, 707977, 629675, 572864, 704637, 819800, 939540, 547543, 511011, 887494, 772923, 876472, 601835, 875585, 906955, 571634, 778830]",Object286Property1
Object286,Property2,334998,"[689962, 639304, 966923, 967525, 528330, 681463, 601653, 677221, 598473, 768488, 744677, 693644, 985869, 527604, 604463, 865353, 629781, 581148, 752333, 721624]",Object286Property2
Object286,Property3,289075,"[964600, 952447, 799196, 951252, 521689, 597053, 567547, 708096, 516704, 684509, 923356, 684236, 532896, 759390, 789213, 562358, 500467, 851073, 907577, 569901]",Object286Property3
Object286,Property4,197857,"[809342, 993887, 796530, 892987, 838990, 570097, 835981, 732461, 830596, 984492, 759523, 773973, 700157, 836570, 839535, 587307, 981576, 507072, 652543, 620915]",Object286Property4
Object286,Property5,185143,"[769415, 593279, 581944, 660424, 677847, 901156, 538098, 844247, 831603, 871511, 655456, 847913, 582623, 652094, 631522, 701340, 513251, 536785, 801690, 987429]",Object286Property5
Object286,Property6,220831,"[800079, 687016, 872751, 993303, 909971, 971353, 749920, 986755, 982854, 916671, 795852, 643104, 517777, 564538, 756506, 639443, 953399, 700398, 982305, 656656]",Object286Property6
Object287,Property1,496347,"[611810, 600395, 579918, 592855, 590365, 658263, 837124, 573838, 894566, 778191, 871201, 517580, 816335, 630550, 729794, 919722, 762148, 503267, 944265, 744255]",Object287Property1
Object287,Property2,323066,"[583155, 589710, 737587, 602770, 632838, 785530, 611716, 736938, 616502, 811627, 690362, 649395, 736562, 707660, 516528, 568558, 674567, 746396, 697394, 849275]",Object287Property2
Object287,Property3,421383,"[941125, 808668, 949373, 819605, 527104, 976431, 546516, 989321, 913253, 923357, 789912, 606737, 674063, 712247, 912049, 887492, 599701, 506214, 811877, 673309]",Object287Property3
Object287,Property4,355902,"[704835, 628510, 511570, 932518, 668615, 821385, 548115, 818615, 590117, 909672, 711698, 730973, 502240, 971984, 510349, 787679, 752599, 983225, 532603, 924631]",Object287Property4
Object287,Property5,145054,"[859165, 736088, 650408, 670358, 931362, 559769, 859382, 589594, 684401, 833653, 861204, 715664, 974301, 559689, 556853, 743576, 982644, 651382, 571861, 896023]",Object287Property5
Object287,Property6,440080,"[799109, 516502, 800815, 686344, 931555, 857826, 624366, 746729, 535596, 799754, 820915, 815918, 686162, 568830, 902874, 583923, 948814, 603898, 739584, 542123]",Object287Property6
Object288,Property1,360245,"[500057, 750866, 955515, 573302, 825804, 869620, 923665, 823434, 741966, 884245, 910928, 866277, 576062, 584265, 591792, 743152, 810984, 568484, 783917, 521476]",Object288Property1
Object288,Property2,393148,"[658676, 599399, 712157, 865811, 763788, 555589, 578057, 963399, 835562, 864742, 795351, 768276, 552537, 769411, 808885, 528981, 604493, 573820, 807465, 891357]",Object288Property2
Object288,Property3,275806,"[597417, 718152, 768807, 511098, 584379, 576171, 574617, 539493, 675187, 766873, 676815, 648042, 562887, 982455, 642148, 616613, 554083, 622514, 655582, 617297]",Object288Property3
Object288,Property4,146069,"[651093, 533635, 865990, 799564, 666205, 758912, 945737, 574544, 540543, 780315, 908577, 648296, 519184, 665779, 591701, 907024, 643651, 933997, 865105, 670353]",Object288Property4
Object288,Property5,385002,"[826007, 729122, 922398, 693506, 947753, 605669, 981561, 913010, 681099, 804737, 544093, 650201, 898306, 790212, 718750, 621781, 939983, 757508, 577159, 958350]",Object288Property5
Object288,Property6,245694,"[687252, 514074, 650802, 691597, 971414, 745149, 917878, 536855, 773201, 520166, 534159, 937467, 705391, 828699, 795595, 530090, 848436, 735182, 713092, 938859]",Object288Property6
Object289,Property1,120917,"[789716, 671289, 858832, 884742, 605679, 868100, 987663, 786951, 703866, 555240, 734553, 869263, 576422, 654470, 595650, 655460, 974696, 817022, 927645, 642762]",Object289Property1
Object289,Property2,364359,"[500439, 888431, 730095, 699069, 798626, 716002, 857490, 524162, 580490, 989485, 805182, 792619, 590767, 972378, 596264, 912739, 932138, 923362, 793118, 524271]",Object289Property2
Object289,Property3,476026,"[624969, 597490, 943223, 969908, 881764, 764959, 715795, 975768, 765091, 871988, 525350, 728483, 533196, 674681, 937015, 586147, 505324, 554829, 739363, 531573]",Object289Property3
Object289,Property4,414978,"[777783, 946052, 800264, 568433, 678062, 967281, 641800, 764885, 811182, 864661, 990035, 928291, 932316, 745710, 744844, 512609, 968688, 998659, 871725, 669602]",Object289Property4
Object289,Property5,449149,"[714984, 987625, 574284, 792897, 614992, 757665, 646051, 685960, 605195, 587551, 542185, 719341, 977197, 695383, 614771, 895246, 574445, 755585, 961127, 772721]",Object289Property5
Object289,Property6,205954,"[963859, 966517, 776268, 722863, 811846, 800733, 574022, 823371, 710774, 939947, 774257, 714712, 899041, 879745, 825486, 751944, 556495, 887821, 615979, 725678]",Object289Property6
Object290,Property1,116490,"[861409, 924865, 978084, 668690, 735280, 700156, 780269, 515685, 576506, 715927, 645807, 600324, 569944, 948703, 648116, 665516, 669478, 828765, 955635, 569913]",Object290Property1
Object290,Property2,283909,"[894515, 720476, 674072, 822253, 502877, 688178, 631936, 622310, 763338, 852336, 503215, 973112, 689842, 533721, 630869, 935785, 887317, 796704, 891316, 923555]",Object290Property2
Object290,Property3,378229,"[691541, 531536, 521764, 921931, 767814, 916057, 815514, 966585, 502959, 528816, 893170, 759741, 752031, 986515, 899915, 631122, 764548, 698646, 529813, 760364]",Object290Property3
Object290,Property4,322282,"[864482, 567133, 610769, 603728, 917172, 830041, 618079, 992178, 913223, 749028, 893679, 698150, 719383, 881896, 882132, 912532, 702732, 624224, 745457, 768413]",Object290Property4
Object290,Property5,260931,"[502349, 823209, 631192, 558242, 765312, 645265, 688923, 988022, 919572, 652694, 573769, 803427, 509916, 542882, 944211, 561348, 704288, 607541, 791762, 779621]",Object290Property5
Object290,Property6,154494,"[523348, 801957, 505404, 747240, 545428, 560545, 928609, 930850, 678008, 718872, 879018, 750707, 960355, 706497, 528677, 594231, 679806, 667342, 714236, 633814]",Object290Property6
Object291,Property1,333607,"[956990, 563332, 860278, 936768, 750272, 514564, 500128, 771589, 696927, 518754, 736897, 754327, 586099, 846876, 877991, 679386, 897260, 509122, 545755, 669747]",Object291Property1
Object291,Property2,388446,"[524088, 828360, 975727, 920882, 820563, 595790, 734925, 614258, 881248, 567512, 700745, 599894, 882410, 755677, 772192, 636483, 546317, 836227, 989363, 812992]",Object291Property2
Object291,Property3,415314,"[928789, 715115, 973343, 630257, 683900, 808509, 705290, 655069, 763459, 958416, 796319, 803965, 766719, 575748, 549965, 746574, 896734, 676199, 605358, 646342]",Object291Property3
Object291,Property4,369312,"[910177, 795593, 759804, 825039, 672523, 787045, 887021, 710781, 664294, 677538, 674878, 990296, 613867, 865077, 745827, 878945, 984332, 530420, 902224, 781123]",Object291Property4
Object291,Property5,387066,"[678453, 762619, 919574, 635373, 796013, 633259, 775300, 982177, 510069, 745268, 762772, 565318, 545772, 665185, 572451, 910727, 559610, 886926, 563212, 825433]",Object291Property5
Object291,Property6,262472,"[734045, 645087, 557641, 925923, 812158, 671327, 888239, 702709, 831254, 832727, 525219, 686426, 667773, 750719, 915428, 531128, 998874, 948280, 588386, 530619]",Object291Property6
Object292,Property1,102687,"[846632, 870291, 909517, 709108, 602212, 517371, 715994, 516519, 642994, 655822, 614568, 922445, 995508, 618585, 528089, 582991, 593624, 973766, 673347, 966611]",Object292Property1
Object292,Property2,327042,"[577085, 521631, 743151, 714952, 777627, 740644, 661690, 876965, 982755, 950294, 701733, 811271, 601674, 759043, 833289, 761651, 960773, 522545, 971451, 764381]",Object292Property2
Object292,Property3,160833,"[572345, 554095, 788083, 984583, 803210, 991664, 506434, 573533, 832461, 842058, 871258, 814264, 867745, 630771, 608506, 605934, 513401, 795775, 586489, 636873]",Object292Property3
Object292,Property4,482279,"[954458, 677057, 885041, 693197, 929453, 973088, 969033, 729272, 839882, 998518, 742280, 932398, 852214, 687605, 551923, 973981, 681874, 630725, 521500, 824192]",Object292Property4
Object292,Property5,253088,"[821462, 715123, 856868, 768924, 705155, 864664, 911271, 532417, 769298, 791577, 819796, 900915, 564617, 988350, 994248, 655533, 740393, 968417, 722417, 871316]",Object292Property5
Object292,Property6,105816,"[537728, 638013, 521892, 652516, 923155, 589427, 586890, 592730, 994844, 531917, 919379, 594372, 931457, 845164, 803205, 870694, 998613, 648288, 969692, 619121]",Object292Property6
Object293,Property1,450315,"[803171, 797842, 524557, 617796, 611912, 533218, 667890, 844435, 784874, 665373, 658616, 565458, 967889, 526426, 797383, 892045, 927305, 691703, 923119, 591234]",Object293Property1
Object293,Property2,426806,"[965069, 738666, 709924, 662478, 539142, 816493, 718862, 980798, 925016, 842120, 716011, 804197, 855082, 828324, 649177, 791091, 742498, 852857, 787170, 620937]",Object293Property2
Object293,Property3,154711,"[722098, 938256, 931565, 679711, 924482, 905316, 558398, 730777, 840838, 892361, 666821, 776421, 896124, 812510, 790833, 938796, 569952, 756691, 894790, 920288]",Object293Property3
Object293,Property4,169718,"[649561, 948019, 617230, 648092, 831209, 745993, 561422, 830284, 994427, 925351, 518630, 646338, 571452, 871553, 803695, 989060, 875343, 617076, 575826, 716126]",Object293Property4
Object293,Property5,138457,"[822709, 548640, 516257, 629896, 971893, 616499, 853622, 992065, 532607, 583804, 574011, 805959, 641692, 645064, 892235, 768237, 835742, 509583, 540520, 630416]",Object293Property5
Object293,Property6,393760,"[871637, 596909, 838701, 663215, 695067, 732355, 533638, 754046, 514190, 596962, 754768, 988736, 705292, 590732, 586217, 737821, 911733, 524785, 758783, 561107]",Object293Property6
Object294,Property1,426784,"[894914, 672300, 787943, 836158, 530143, 776916, 512419, 511218, 714984, 548982, 685701, 619411, 584693, 639240, 689662, 768831, 701953, 860230, 947476, 816833]",Object294Property1
Object294,Property2,159074,"[858985, 912260, 665541, 702497, 905032, 853134, 829642, 824069, 903017, 888226, 570115, 656581, 892497, 529059, 989183, 542141, 814784, 619242, 630245, 657411]",Object294Property2
Object294,Property3,495881,"[751795, 586768, 944774, 788576, 874537, 919700, 807211, 747390, 828190, 506404, 521091, 592517, 878305, 565914, 714146, 857229, 956013, 638146, 709749, 979429]",Object294Property3
Object294,Property4,492072,"[889268, 505577, 896580, 982344, 737547, 614860, 810381, 715487, 788943, 901603, 866279, 996589, 579909, 551138, 607447, 910559, 562866, 509959, 672142, 884955]",Object294Property4
Object294,Property5,293339,"[802043, 591824, 739630, 680995, 691897, 660053, 821956, 963722, 529011, 782969, 996247, 912474, 708931, 837117, 816867, 792514, 780979, 802552, 590083, 878787]",Object294Property5
Object294,Property6,334370,"[976591, 660439, 683416, 640491, 801447, 811776, 611999, 660526, 857219, 971434, 929956, 904308, 872871, 566940, 750865, 653761, 846697, 699108, 648004, 688225]",Object294Property6
Object295,Property1,499093,"[915294, 936408, 957178, 562115, 887504, 708197, 890661, 574757, 572143, 840081, 891388, 734059, 702749, 604542, 851432, 509837, 641190, 800475, 742030, 560947]",Object295Property1
Object295,Property2,333634,"[843682, 563140, 835531, 948072, 560226, 736315, 711606, 982212, 636860, 813962, 620735, 813799, 901187, 729704, 724026, 936851, 905312, 949838, 798539, 991472]",Object295Property2
Object295,Property3,267471,"[895756, 568957, 668808, 705840, 655341, 689097, 562059, 529369, 833405, 823753, 795540, 921299, 600600, 862811, 815053, 971774, 720380, 923598, 832884, 514113]",Object295Property3
Object295,Property4,344288,"[990443, 567844, 570003, 538891, 960246, 509354, 961736, 658041, 732279, 602246, 909712, 578675, 803223, 543641, 884813, 957677, 976524, 936679, 624369, 661119]",Object295Property4
Object295,Property5,397815,"[893953, 531210, 682591, 941773, 699769, 642901, 861667, 766060, 773552, 590637, 938875, 825162, 608804, 607298, 554788, 842032, 588898, 726039, 889373, 519832]",Object295Property5
Object295,Property6,219070,"[735630, 911553, 651628, 757855, 534365, 787061, 996517, 585572, 809541, 897887, 938717, 659425, 769839, 527608, 509716, 558325, 514240, 670394, 882012, 549319]",Object295Property6
Object296,Property1,283472,"[916836, 860654, 560268, 932060, 787828, 590800, 925556, 712975, 930468, 725886, 920274, 985702, 540849, 590400, 752506, 749188, 868726, 827215, 860279, 535247]",Object296Property1
Object296,Property2,312007,"[878636, 938013, 901159, 804439, 805726, 508423, 966206, 693334, 618255, 823381, 907137, 512472, 910454, 866209, 864545, 652326, 956305, 836998, 871050, 549981]",Object296Property2
Object296,Property3,382768,"[632996, 963341, 979236, 763026, 766459, 648884, 842919, 953660, 863310, 914975, 733147, 997879, 590880, 885908, 523081, 683557, 563108, 615787, 895743, 708165]",Object296Property3
Object296,Property4,239461,"[504182, 811609, 948368, 571407, 701452, 602333, 509273, 601315, 861150, 955347, 929958, 709837, 543822, 861468, 961039, 815340, 605263, 928371, 659491, 751003]",Object296Property4
Object296,Property5,111499,"[879439, 797763, 511324, 983163, 985231, 884919, 954251, 705477, 518314, 629560, 760542, 805084, 955310, 526980, 589029, 809083, 696743, 634499, 862912, 775742]",Object296Property5
Object296,Property6,490415,"[763849, 679410, 906972, 663206, 635037, 638150, 620625, 758618, 595108, 698681, 606932, 549952, 669992, 912458, 892392, 561331, 927257, 738300, 558838, 525606]",Object296Property6
Object297,Property1,369422,"[735669, 685905, 692278, 837469, 510886, 773795, 561001, 965852, 948911, 858028, 511275, 834109, 518661, 581568, 967894, 546432, 792450, 882934, 860458, 879088]",Object297Property1
Object297,Property2,392991,"[650129, 541981, 566331, 619043, 726673, 989923, 958716, 792430, 572991, 575439, 833776, 528909, 679579, 948148, 884950, 885575, 629692, 759783, 977577, 572584]",Object297Property2
Object297,Property3,321221,"[517405, 745362, 753478, 673812, 991078, 699272, 809070, 890009, 510528, 720484, 546733, 933409, 707093, 853633, 654551, 731960, 621278, 998461, 648050, 741636]",Object297Property3
Object297,Property4,261553,"[674178, 631492, 923571, 568814, 568604, 859810, 748704, 729234, 593818, 897996, 636420, 943400, 802993, 623341, 794753, 983848, 744840, 784957, 901753, 537926]",Object297Property4
Object297,Property5,397225,"[504104, 905175, 559930, 993852, 960552, 806418, 897441, 679412, 760552, 771118, 998363, 660418, 626971, 940572, 922152, 756183, 530819, 717499, 572247, 819746]",Object297Property5
Object297,Property6,165636,"[970832, 851293, 715322, 885722, 696891, 832064, 961516, 564176, 745216, 948278, 726415, 857285, 882274, 764458, 596187, 860636, 638536, 808129, 834973, 818305]",Object297Property6
Object298,Property1,212783,"[833589, 806962, 890561, 562379, 570941, 563540, 900707, 625640, 599672, 750608, 856331, 506430, 722721, 962859, 552403, 515258, 987183, 846313, 690617, 726905]",Object298Property1
Object298,Property2,399625,"[984086, 644807, 882651, 522413, 610210, 920522, 553730, 884858, 674325, 625818, 526044, 977852, 909523, 954523, 734802, 842293, 867583, 822808, 915728, 534473]",Object298Property2
Object298,Property3,267241,"[546949, 815962, 739030, 754108, 953813, 759953, 812619, 698160, 987393, 750257, 523478, 732004, 799033, 500107, 975922, 702025, 794669, 908491, 980617, 961421]",Object298Property3
Object298,Property4,416461,"[699573, 833583, 877740, 810414, 826696, 934784, 575384, 645953, 985563, 976415, 778319, 557551, 613882, 926478, 510785, 795501, 808759, 869280, 555878, 545092]",Object298Property4
Object298,Property5,245498,"[997319, 834405, 963902, 761451, 613937, 692872, 748665, 825466, 996283, 915935, 588020, 944751, 640921, 697608, 517767, 601451, 998297, 836935, 885874, 817584]",Object298Property5
Object298,Property6,380965,"[507190, 965183, 719071, 657208, 545607, 941593, 840264, 736162, 765677, 698727, 773122, 508306, 797900, 766855, 607553, 698718, 832701, 653386, 945031, 879424]",Object298Property6
Object299,Property1,329423,"[576618, 923681, 997910, 541680, 830365, 784341, 543981, 552980, 766653, 582859, 651473, 599506, 679404, 508787, 715918, 578314, 871596, 849269, 667719, 875416]",Object299Property1
Object299,Property2,184779,"[678916, 619323, 720953, 758293, 580813, 653830, 549871, 687817, 949839, 977219, 555508, 802705, 743710, 568407, 630247, 839674, 730239, 608744, 964962, 942840]",Object299Property2
Object299,Property3,193565,"[673261, 590277, 616639, 897989, 628268, 992973, 666150, 828321, 691940, 867447, 703390, 843975, 890991, 922206, 764488, 811631, 814698, 895293, 889176, 804032]",Object299Property3
Object299,Property4,152264,"[611697, 932281, 667327, 880055, 807235, 564313, 940065, 790698, 851743, 926859, 885739, 988687, 781093, 797845, 950891, 913484, 604696, 582175, 550099, 915643]",Object299Property4
Object299,Property5,390575,"[932811, 899575, 631763, 683524, 546065, 613627, 646201, 541996, 649274, 807508, 696128, 621871, 665991, 669668, 652332, 907951, 758202, 822977, 590570, 801864]",Object299Property5
Object299,Property6,141056,"[538754, 690257, 950419, 908293, 758995, 862900, 835499, 540496, 717721, 990401, 616272, 807307, 533400, 627092, 543223, 625373, 873364, 590559, 861602, 718389]",Object299Property6
Object300,Property1,142055,"[855468, 595178, 879454, 749395, 998052, 768626, 640327, 613975, 861303, 852208, 704442, 947922, 841603, 850328, 585792, 659814, 575145, 807551, 937428, 581454]",Object300Property1
Object300,Property2,381459,"[861666, 883833, 814526, 507484, 706524, 937487, 930863, 884716, 801190, 882907, 616070, 918262, 747511, 663938, 643949, 587307, 952206, 932633, 775219, 689774]",Object300Property2
Object300,Property3,184342,"[799101, 713971, 511058, 631066, 697059, 639110, 605897, 850119, 741442, 655151, 643175, 630100, 572197, 725410, 708559, 959336, 506059, 838660, 820309, 925129]",Object300Property3
Object300,Property4,307683,"[765661, 658627, 696662, 824298, 802160, 806858, 848083, 899028, 592043, 871094, 961337, 627889, 678033, 988162, 654412, 715211, 827775, 528793, 606825, 656484]",Object300Property4
Object300,Property5,273834,"[555511, 734784, 627826, 616639, 853179, 906500, 545723, 650856, 644861, 750784, 603021, 747937, 996068, 882954, 705545, 699862, 592454, 633426, 874172, 624317]",Object300Property5
Object300,Property6,233830,"[882798, 918644, 662489, 831834, 643046, 756827, 944766, 761734, 568680, 652485, 943278, 858445, 636840, 934454, 658536, 711076, 549640, 546517, 861010, 727241]",Object300Property6
Object301,Property1,216425,"[550310, 873976, 819513, 549874, 661392, 886830, 935686, 641612, 959548, 883466, 558251, 712984, 827807, 954472, 566432, 574187, 761496, 816453, 707389, 542623]",Object301Property1
Object301,Property2,126317,"[983058, 894037, 585487, 988731, 647726, 773575, 968286, 563784, 767498, 990046, 777338, 628027, 918307, 654449, 804354, 909744, 828915, 545470, 824399, 927450]",Object301Property2
Object301,Property3,483274,"[619749, 640046, 906867, 880676, 723663, 660499, 838447, 704852, 977284, 810940, 572414, 740694, 609799, 591152, 868014, 998138, 529196, 793574, 862653, 798680]",Object301Property3
Object301,Property4,344150,"[688709, 642775, 825738, 957673, 916275, 765826, 646547, 623736, 835352, 719191, 750372, 677967, 530153, 576383, 889611, 894152, 981826, 609188, 666116, 658417]",Object301Property4
