ID,Object,Property,Value,Source,ObjectProperty
0.0,Object834,Property5,111259,Source1,Object834Property5
0.0,Object835,Property2,199385,Source1,Object835Property2
0.0,Object835,Property5,183762,Source1,Object835Property5
0.0,Object836,Property2,377078,Source1,Object836Property2
0.0,Object836,Property5,448874,Source1,Object836Property5
0.0,Object837,Property2,382633,Source1,Object837Property2
0.0,Object837,Property5,211160,Source1,Object837Property5
0.0,Object838,Property2,168150,Source1,Object838Property2
0.0,Object838,Property5,330554,Source1,Object838Property5
0.0,Object839,Property2,203713,Source1,Object839Property2
0.0,Object839,Property5,460776,Source1,Object839Property5
0.0,Object840,Property2,238917,Source1,Object840Property2
0.0,Object840,Property5,106192,Source1,Object840Property5
0.0,Object841,Property2,147794,Source1,Object841Property2
0.0,Object841,Property5,124600,Source1,Object841Property5
0.0,Object842,Property2,441391,Source1,Object842Property2
0.0,Object842,Property5,444517,Source1,Object842Property5
0.0,Object843,Property2,452596,Source1,Object843Property2
0.0,Object843,Property5,127897,Source1,Object843Property5
0.0,Object844,Property2,438609,Source1,Object844Property2
0.0,Object844,Property5,347277,Source1,Object844Property5
0.0,Object845,Property2,146081,Source1,Object845Property2
0.0,Object845,Property5,271359,Source1,Object845Property5
0.0,Object846,Property2,296192,Source1,Object846Property2
0.0,Object846,Property5,202065,Source1,Object846Property5
0.0,Object847,Property2,297109,Source1,Object847Property2
0.0,Object847,Property5,470521,Source1,Object847Property5
0.0,Object848,Property2,371419,Source1,Object848Property2
0.0,Object848,Property5,443564,Source1,Object848Property5
0.0,Object849,Property2,326368,Source1,Object849Property2
0.0,Object849,Property5,227215,Source1,Object849Property5
0.0,Object850,Property2,223556,Source1,Object850Property2
0.0,Object850,Property5,251025,Source1,Object850Property5
0.0,Object851,Property2,174221,Source1,Object851Property2
0.0,Object851,Property5,188980,Source1,Object851Property5
0.0,Object852,Property2,357351,Source1,Object852Property2
0.0,Object852,Property5,266302,Source1,Object852Property5
0.0,Object853,Property2,363330,Source1,Object853Property2
0.0,Object853,Property5,427552,Source1,Object853Property5
0.0,Object854,Property2,146058,Source1,Object854Property2
0.0,Object854,Property5,332227,Source1,Object854Property5
0.0,Object855,Property2,170731,Source1,Object855Property2
0.0,Object855,Property5,433497,Source1,Object855Property5
0.0,Object856,Property2,431969,Source1,Object856Property2
0.0,Object856,Property5,130164,Source1,Object856Property5
0.0,Object857,Property2,401213,Source1,Object857Property2
0.0,Object857,Property5,429832,Source1,Object857Property5
0.0,Object858,Property2,457649,Source1,Object858Property2
0.0,Object858,Property5,128923,Source1,Object858Property5
0.0,Object859,Property2,483126,Source1,Object859Property2
0.0,Object859,Property5,127541,Source1,Object859Property5
0.0,Object860,Property2,290361,Source1,Object860Property2
0.0,Object860,Property5,141810,Source1,Object860Property5
0.0,Object861,Property2,371937,Source1,Object861Property2
0.0,Object861,Property5,203784,Source1,Object861Property5
0.0,Object862,Property2,496649,Source1,Object862Property2
0.0,Object862,Property5,469055,Source1,Object862Property5
0.0,Object863,Property2,287116,Source1,Object863Property2
0.0,Object863,Property5,389941,Source1,Object863Property5
0.0,Object864,Property2,170402,Source1,Object864Property2
0.0,Object864,Property5,463053,Source1,Object864Property5
0.0,Object865,Property2,477490,Source1,Object865Property2
0.0,Object865,Property5,121103,Source1,Object865Property5
0.0,Object866,Property2,484855,Source1,Object866Property2
0.0,Object866,Property5,147021,Source1,Object866Property5
0.0,Object867,Property2,208578,Source1,Object867Property2
0.0,Object867,Property5,249202,Source1,Object867Property5
0.0,Object868,Property2,216975,Source1,Object868Property2
0.0,Object868,Property5,319708,Source1,Object868Property5
0.0,Object869,Property2,125652,Source1,Object869Property2
0.0,Object869,Property5,223782,Source1,Object869Property5
0.0,Object870,Property2,348937,Source1,Object870Property2
0.0,Object870,Property5,467309,Source1,Object870Property5
0.0,Object871,Property2,282646,Source1,Object871Property2
0.0,Object871,Property5,206105,Source1,Object871Property5
0.0,Object872,Property2,265409,Source1,Object872Property2
0.0,Object872,Property5,219421,Source1,Object872Property5
0.0,Object873,Property2,125650,Source1,Object873Property2
0.0,Object873,Property5,110215,Source1,Object873Property5
0.0,Object874,Property2,289376,Source1,Object874Property2
0.0,Object874,Property5,173917,Source1,Object874Property5
0.0,Object875,Property2,402878,Source1,Object875Property2
0.0,Object875,Property5,324209,Source1,Object875Property5
0.0,Object876,Property2,128220,Source1,Object876Property2
0.0,Object876,Property5,247900,Source1,Object876Property5
0.0,Object877,Property2,178015,Source1,Object877Property2
0.0,Object877,Property5,309852,Source1,Object877Property5
0.0,Object878,Property2,251813,Source1,Object878Property2
0.0,Object878,Property5,422131,Source1,Object878Property5
0.0,Object879,Property2,142264,Source1,Object879Property2
0.0,Object879,Property5,230951,Source1,Object879Property5
0.0,Object880,Property2,195924,Source1,Object880Property2
0.0,Object880,Property5,173951,Source1,Object880Property5
0.0,Object881,Property2,106794,Source1,Object881Property2
0.0,Object881,Property5,273174,Source1,Object881Property5
0.0,Object882,Property2,424595,Source1,Object882Property2
0.0,Object882,Property5,169226,Source1,Object882Property5
0.0,Object883,Property2,267285,Source1,Object883Property2
0.0,Object883,Property5,478348,Source1,Object883Property5
0.0,Object884,Property2,135250,Source1,Object884Property2
0.0,Object884,Property5,132728,Source1,Object884Property5
0.0,Object885,Property2,483127,Source1,Object885Property2
0.0,Object885,Property5,286475,Source1,Object885Property5
0.0,Object886,Property2,127848,Source1,Object886Property2
0.0,Object886,Property5,130398,Source1,Object886Property5
0.0,Object887,Property2,427660,Source1,Object887Property2
0.0,Object887,Property5,201510,Source1,Object887Property5
0.0,Object888,Property2,259126,Source1,Object888Property2
0.0,Object888,Property5,370650,Source1,Object888Property5
0.0,Object889,Property2,369506,Source1,Object889Property2
0.0,Object889,Property5,418255,Source1,Object889Property5
0.0,Object890,Property2,477099,Source1,Object890Property2
0.0,Object890,Property5,376250,Source1,Object890Property5
0.0,Object891,Property2,438574,Source1,Object891Property2
0.0,Object891,Property5,495122,Source1,Object891Property5
0.0,Object892,Property2,431740,Source1,Object892Property2
0.0,Object892,Property5,320470,Source1,Object892Property5
0.0,Object893,Property2,130337,Source1,Object893Property2
0.0,Object893,Property5,236572,Source1,Object893Property5
0.0,Object894,Property2,417656,Source1,Object894Property2
0.0,Object894,Property5,492568,Source1,Object894Property5
0.0,Object895,Property2,414832,Source1,Object895Property2
0.0,Object895,Property5,334089,Source1,Object895Property5
0.0,Object896,Property2,483167,Source1,Object896Property2
0.0,Object896,Property5,229128,Source1,Object896Property5
0.0,Object897,Property2,289676,Source1,Object897Property2
0.0,Object897,Property5,349341,Source1,Object897Property5
0.0,Object898,Property2,441116,Source1,Object898Property2
0.0,Object898,Property5,306450,Source1,Object898Property5
0.0,Object899,Property2,128645,Source1,Object899Property2
0.0,Object899,Property5,366388,Source1,Object899Property5
0.0,Object900,Property2,356487,Source1,Object900Property2
0.0,Object900,Property5,352364,Source1,Object900Property5
0.0,Object901,Property2,149871,Source1,Object901Property2
0.0,Object901,Property5,152036,Source1,Object901Property5
0.0,Object902,Property2,268262,Source1,Object902Property2
0.0,Object902,Property5,325472,Source1,Object902Property5
0.0,Object903,Property2,312936,Source1,Object903Property2
0.0,Object903,Property5,470474,Source1,Object903Property5
0.0,Object904,Property2,223368,Source1,Object904Property2
0.0,Object904,Property5,172249,Source1,Object904Property5
0.0,Object905,Property2,361835,Source1,Object905Property2
0.0,Object905,Property5,251506,Source1,Object905Property5
0.0,Object906,Property2,226302,Source1,Object906Property2
0.0,Object906,Property5,100027,Source1,Object906Property5
0.0,Object907,Property2,474905,Source1,Object907Property2
0.0,Object907,Property5,497560,Source1,Object907Property5
0.0,Object908,Property2,335850,Source1,Object908Property2
0.0,Object908,Property5,325258,Source1,Object908Property5
0.0,Object909,Property2,176162,Source1,Object909Property2
0.0,Object909,Property5,467870,Source1,Object909Property5
0.0,Object910,Property2,186489,Source1,Object910Property2
0.0,Object910,Property5,129262,Source1,Object910Property5
0.0,Object911,Property2,293154,Source1,Object911Property2
0.0,Object911,Property5,416356,Source1,Object911Property5
0.0,Object912,Property2,368524,Source1,Object912Property2
0.0,Object912,Property5,355971,Source1,Object912Property5
0.0,Object913,Property2,106071,Source1,Object913Property2
0.0,Object913,Property5,267283,Source1,Object913Property5
0.0,Object914,Property2,122968,Source1,Object914Property2
0.0,Object914,Property5,110663,Source1,Object914Property5
0.0,Object915,Property2,466373,Source1,Object915Property2
0.0,Object915,Property5,274503,Source1,Object915Property5
0.0,Object916,Property2,254004,Source1,Object916Property2
0.0,Object916,Property5,361715,Source1,Object916Property5
0.0,Object917,Property2,151548,Source1,Object917Property2
0.0,Object917,Property5,170806,Source1,Object917Property5
0.0,Object918,Property2,134784,Source1,Object918Property2
0.0,Object918,Property5,237875,Source1,Object918Property5
0.0,Object919,Property2,120702,Source1,Object919Property2
0.0,Object919,Property5,249959,Source1,Object919Property5
0.0,Object920,Property2,130519,Source1,Object920Property2
0.0,Object920,Property5,456305,Source1,Object920Property5
0.0,Object921,Property2,324403,Source1,Object921Property2
0.0,Object921,Property5,101421,Source1,Object921Property5
0.0,Object922,Property2,358832,Source1,Object922Property2
0.0,Object922,Property5,475724,Source1,Object922Property5
0.0,Object923,Property2,221262,Source1,Object923Property2
0.0,Object923,Property5,104989,Source1,Object923Property5
0.0,Object924,Property2,217246,Source1,Object924Property2
0.0,Object924,Property5,396120,Source1,Object924Property5
0.0,Object925,Property2,469723,Source1,Object925Property2
0.0,Object925,Property5,275365,Source1,Object925Property5
0.0,Object926,Property2,393214,Source1,Object926Property2
0.0,Object926,Property5,336595,Source1,Object926Property5
0.0,Object927,Property2,339638,Source1,Object927Property2
0.0,Object927,Property5,421408,Source1,Object927Property5
0.0,Object928,Property2,108993,Source1,Object928Property2
0.0,Object928,Property5,439946,Source1,Object928Property5
0.0,Object929,Property2,276876,Source1,Object929Property2
0.0,Object929,Property5,399867,Source1,Object929Property5
0.0,Object930,Property2,127222,Source1,Object930Property2
0.0,Object930,Property5,361635,Source1,Object930Property5
0.0,Object931,Property2,381803,Source1,Object931Property2
0.0,Object931,Property5,384179,Source1,Object931Property5
0.0,Object932,Property2,299931,Source1,Object932Property2
0.0,Object932,Property5,355269,Source1,Object932Property5
0.0,Object933,Property2,252502,Source1,Object933Property2
0.0,Object933,Property5,476616,Source1,Object933Property5
0.0,Object934,Property2,404062,Source1,Object934Property2
0.0,Object934,Property5,255401,Source1,Object934Property5
0.0,Object935,Property2,386825,Source1,Object935Property2
0.0,Object935,Property5,477953,Source1,Object935Property5
0.0,Object936,Property2,134244,Source1,Object936Property2
0.0,Object936,Property5,282518,Source1,Object936Property5
0.0,Object937,Property2,495622,Source1,Object937Property2
0.0,Object937,Property5,309689,Source1,Object937Property5
0.0,Object938,Property2,310816,Source1,Object938Property2
0.0,Object938,Property5,316380,Source1,Object938Property5
0.0,Object939,Property2,434335,Source1,Object939Property2
0.0,Object939,Property5,243781,Source1,Object939Property5
0.0,Object940,Property2,423797,Source1,Object940Property2
0.0,Object940,Property5,431386,Source1,Object940Property5
0.0,Object941,Property2,154847,Source1,Object941Property2
0.0,Object941,Property5,348898,Source1,Object941Property5
0.0,Object942,Property2,340600,Source1,Object942Property2
0.0,Object942,Property5,461993,Source1,Object942Property5
0.0,Object943,Property2,489018,Source1,Object943Property2
0.0,Object943,Property5,436450,Source1,Object943Property5
0.0,Object944,Property2,174456,Source1,Object944Property2
0.0,Object944,Property5,437768,Source1,Object944Property5
0.0,Object945,Property2,275712,Source1,Object945Property2
0.0,Object945,Property5,425987,Source1,Object945Property5
0.0,Object946,Property2,294107,Source1,Object946Property2
0.0,Object946,Property5,110093,Source1,Object946Property5
0.0,Object947,Property2,356210,Source1,Object947Property2
0.0,Object947,Property5,205503,Source1,Object947Property5
0.0,Object948,Property2,167478,Source1,Object948Property2
0.0,Object948,Property5,322514,Source1,Object948Property5
0.0,Object949,Property2,360033,Source1,Object949Property2
0.0,Object949,Property5,331060,Source1,Object949Property5
0.0,Object950,Property2,398667,Source1,Object950Property2
0.0,Object950,Property5,284093,Source1,Object950Property5
0.0,Object951,Property2,404580,Source1,Object951Property2
0.0,Object951,Property5,369554,Source1,Object951Property5
0.0,Object952,Property2,309491,Source1,Object952Property2
0.0,Object952,Property5,134078,Source1,Object952Property5
0.0,Object953,Property2,146978,Source1,Object953Property2
0.0,Object953,Property5,437065,Source1,Object953Property5
0.0,Object954,Property2,464103,Source1,Object954Property2
0.0,Object954,Property5,122207,Source1,Object954Property5
0.0,Object955,Property2,435430,Source1,Object955Property2
0.0,Object955,Property5,315803,Source1,Object955Property5
0.0,Object956,Property2,230239,Source1,Object956Property2
0.0,Object956,Property5,343370,Source1,Object956Property5
0.0,Object957,Property2,121614,Source1,Object957Property2
0.0,Object957,Property5,194335,Source1,Object957Property5
0.0,Object958,Property2,375684,Source1,Object958Property2
0.0,Object958,Property5,132504,Source1,Object958Property5
0.0,Object959,Property2,432824,Source1,Object959Property2
0.0,Object959,Property5,447382,Source1,Object959Property5
0.0,Object960,Property2,305837,Source1,Object960Property2
0.0,Object960,Property5,249574,Source1,Object960Property5
0.0,Object961,Property2,483601,Source1,Object961Property2
0.0,Object961,Property5,364243,Source1,Object961Property5
0.0,Object962,Property2,165722,Source1,Object962Property2
0.0,Object962,Property5,304634,Source1,Object962Property5
0.0,Object963,Property2,323803,Source1,Object963Property2
0.0,Object963,Property5,393723,Source1,Object963Property5
0.0,Object964,Property2,237012,Source1,Object964Property2
0.0,Object964,Property5,220274,Source1,Object964Property5
0.0,Object965,Property2,321631,Source1,Object965Property2
0.0,Object965,Property5,312767,Source1,Object965Property5
0.0,Object966,Property2,471996,Source1,Object966Property2
0.0,Object966,Property5,206486,Source1,Object966Property5
0.0,Object967,Property2,100888,Source1,Object967Property2
0.0,Object967,Property5,360082,Source1,Object967Property5
0.0,Object968,Property2,165245,Source1,Object968Property2
0.0,Object968,Property5,295987,Source1,Object968Property5
0.0,Object969,Property2,456749,Source1,Object969Property2
0.0,Object969,Property5,207958,Source1,Object969Property5
0.0,Object970,Property2,387187,Source1,Object970Property2
0.0,Object970,Property5,196504,Source1,Object970Property5
0.0,Object971,Property2,370387,Source1,Object971Property2
0.0,Object971,Property5,422356,Source1,Object971Property5
0.0,Object972,Property2,452333,Source1,Object972Property2
0.0,Object972,Property5,271595,Source1,Object972Property5
0.0,Object973,Property2,142144,Source1,Object973Property2
0.0,Object973,Property5,207315,Source1,Object973Property5
0.0,Object974,Property2,149104,Source1,Object974Property2
0.0,Object974,Property5,260484,Source1,Object974Property5
0.0,Object975,Property2,146468,Source1,Object975Property2
0.0,Object975,Property5,257717,Source1,Object975Property5
0.0,Object976,Property2,360350,Source1,Object976Property2
0.0,Object976,Property5,470738,Source1,Object976Property5
0.0,Object977,Property2,165653,Source1,Object977Property2
0.0,Object977,Property5,176063,Source1,Object977Property5
0.0,Object978,Property2,126730,Source1,Object978Property2
0.0,Object978,Property5,163237,Source1,Object978Property5
0.0,Object979,Property2,128478,Source1,Object979Property2
0.0,Object979,Property5,324765,Source1,Object979Property5
0.0,Object980,Property2,122624,Source1,Object980Property2
0.0,Object980,Property5,195632,Source1,Object980Property5
0.0,Object981,Property2,371280,Source1,Object981Property2
0.0,Object981,Property5,372414,Source1,Object981Property5
0.0,Object982,Property2,219683,Source1,Object982Property2
0.0,Object982,Property5,427652,Source1,Object982Property5
0.0,Object983,Property2,329137,Source1,Object983Property2
0.0,Object983,Property5,287483,Source1,Object983Property5
0.0,Object984,Property2,446784,Source1,Object984Property2
0.0,Object984,Property5,474841,Source1,Object984Property5
0.0,Object985,Property2,450602,Source1,Object985Property2
0.0,Object985,Property5,476353,Source1,Object985Property5
0.0,Object986,Property2,342251,Source1,Object986Property2
0.0,Object986,Property5,333841,Source1,Object986Property5
0.0,Object987,Property2,299421,Source1,Object987Property2
0.0,Object987,Property5,439763,Source1,Object987Property5
0.0,Object988,Property2,125713,Source1,Object988Property2
0.0,Object988,Property5,475745,Source1,Object988Property5
0.0,Object989,Property2,280174,Source1,Object989Property2
0.0,Object989,Property5,258511,Source1,Object989Property5
0.0,Object990,Property2,440940,Source1,Object990Property2
0.0,Object990,Property5,177036,Source1,Object990Property5
0.0,Object991,Property2,177048,Source1,Object991Property2
0.0,Object991,Property5,415793,Source1,Object991Property5
0.0,Object992,Property2,192103,Source1,Object992Property2
0.0,Object992,Property5,169502,Source1,Object992Property5
0.0,Object993,Property2,363139,Source1,Object993Property2
0.0,Object993,Property5,333098,Source1,Object993Property5
0.0,Object994,Property2,408858,Source1,Object994Property2
0.0,Object994,Property5,483236,Source1,Object994Property5
0.0,Object995,Property2,389212,Source1,Object995Property2
0.0,Object995,Property5,418761,Source1,Object995Property5
0.0,Object996,Property2,195568,Source1,Object996Property2
0.0,Object996,Property5,469000,Source1,Object996Property5
0.0,Object997,Property2,392147,Source1,Object997Property2
0.0,Object997,Property5,103063,Source1,Object997Property5
0.0,Object998,Property2,490814,Source1,Object998Property2
0.0,Object998,Property5,455514,Source1,Object998Property5
0.0,Object999,Property2,456043,Source1,Object999Property2
0.0,Object999,Property5,360189,Source1,Object999Property5
0.0,Object1000,Property2,102565,Source1,Object1000Property2
0.0,Object1000,Property5,243367,Source1,Object1000Property5
0.0,Object1,Property2,499421,Source4,Object1Property2
0.0,Object1,Property5,253583,Source4,Object1Property5
0.0,Object2,Property2,110121,Source4,Object2Property2
0.0,Object2,Property5,194852,Source4,Object2Property5
0.0,Object3,Property2,294665,Source4,Object3Property2
0.0,Object3,Property5,108190,Source4,Object3Property5
0.0,Object4,Property2,373492,Source4,Object4Property2
0.0,Object4,Property5,428321,Source4,Object4Property5
0.0,Object5,Property2,487367,Source4,Object5Property2
0.0,Object5,Property5,374360,Source4,Object5Property5
0.0,Object6,Property2,156549,Source4,Object6Property2
0.0,Object6,Property5,272488,Source4,Object6Property5
0.0,Object7,Property2,193760,Source4,Object7Property2
0.0,Object7,Property5,366016,Source4,Object7Property5
0.0,Object8,Property2,284221,Source4,Object8Property2
0.0,Object8,Property5,472594,Source4,Object8Property5
0.0,Object9,Property2,241670,Source4,Object9Property2
0.0,Object9,Property5,348110,Source4,Object9Property5
0.0,Object10,Property2,444272,Source4,Object10Property2
0.0,Object10,Property5,317353,Source4,Object10Property5
0.0,Object11,Property2,384510,Source4,Object11Property2
0.0,Object11,Property5,147286,Source4,Object11Property5
0.0,Object12,Property2,231770,Source4,Object12Property2
0.0,Object12,Property5,442308,Source4,Object12Property5
0.0,Object13,Property2,399002,Source4,Object13Property2
0.0,Object13,Property5,263529,Source4,Object13Property5
0.0,Object14,Property2,337513,Source4,Object14Property2
0.0,Object14,Property5,160878,Source4,Object14Property5
0.0,Object15,Property2,279517,Source4,Object15Property2
0.0,Object15,Property5,410104,Source4,Object15Property5
0.0,Object16,Property2,349354,Source4,Object16Property2
0.0,Object16,Property5,322493,Source4,Object16Property5
0.0,Object17,Property2,419566,Source4,Object17Property2
0.0,Object17,Property5,197781,Source4,Object17Property5
0.0,Object18,Property2,458439,Source4,Object18Property2
0.0,Object18,Property5,142040,Source4,Object18Property5
0.0,Object19,Property2,217767,Source4,Object19Property2
0.0,Object19,Property5,327039,Source4,Object19Property5
0.0,Object20,Property2,235748,Source4,Object20Property2
0.0,Object20,Property5,103036,Source4,Object20Property5
0.0,Object21,Property2,103620,Source4,Object21Property2
0.0,Object21,Property5,319564,Source4,Object21Property5
0.0,Object22,Property2,226852,Source4,Object22Property2
0.0,Object22,Property5,398584,Source4,Object22Property5
0.0,Object23,Property2,137848,Source4,Object23Property2
0.0,Object23,Property5,443879,Source4,Object23Property5
0.0,Object24,Property2,244346,Source4,Object24Property2
0.0,Object24,Property5,411571,Source4,Object24Property5
0.0,Object25,Property2,110884,Source4,Object25Property2
0.0,Object25,Property5,204538,Source4,Object25Property5
0.0,Object26,Property2,347679,Source4,Object26Property2
0.0,Object26,Property5,109654,Source4,Object26Property5
0.0,Object27,Property2,263731,Source4,Object27Property2
0.0,Object27,Property5,224602,Source4,Object27Property5
0.0,Object28,Property2,235493,Source4,Object28Property2
0.0,Object28,Property5,336461,Source4,Object28Property5
0.0,Object29,Property2,493297,Source4,Object29Property2
0.0,Object29,Property5,422522,Source4,Object29Property5
0.0,Object30,Property2,270401,Source4,Object30Property2
0.0,Object30,Property5,279238,Source4,Object30Property5
0.0,Object31,Property2,197883,Source4,Object31Property2
0.0,Object31,Property5,429842,Source4,Object31Property5
0.0,Object32,Property2,230567,Source4,Object32Property2
0.0,Object32,Property5,270623,Source4,Object32Property5
0.0,Object33,Property2,195637,Source4,Object33Property2
0.0,Object33,Property5,294169,Source4,Object33Property5
0.0,Object34,Property2,318270,Source4,Object34Property2
0.0,Object34,Property5,323373,Source4,Object34Property5
0.0,Object35,Property2,238142,Source4,Object35Property2
0.0,Object35,Property5,225681,Source4,Object35Property5
0.0,Object36,Property2,472571,Source4,Object36Property2
0.0,Object36,Property5,325403,Source4,Object36Property5
0.0,Object37,Property2,472228,Source4,Object37Property2
0.0,Object37,Property5,283657,Source4,Object37Property5
0.0,Object38,Property2,191721,Source4,Object38Property2
0.0,Object38,Property5,421487,Source4,Object38Property5
0.0,Object39,Property2,170433,Source4,Object39Property2
0.0,Object39,Property5,174820,Source4,Object39Property5
0.0,Object40,Property2,112666,Source4,Object40Property2
0.0,Object40,Property5,262660,Source4,Object40Property5
0.0,Object41,Property2,340637,Source4,Object41Property2
0.0,Object41,Property5,481095,Source4,Object41Property5
0.0,Object42,Property2,257544,Source4,Object42Property2
0.0,Object42,Property5,263130,Source4,Object42Property5
0.0,Object43,Property2,230112,Source4,Object43Property2
0.0,Object43,Property5,490162,Source4,Object43Property5
0.0,Object44,Property2,396912,Source4,Object44Property2
0.0,Object44,Property5,198493,Source4,Object44Property5
0.0,Object45,Property2,327466,Source4,Object45Property2
0.0,Object45,Property5,270836,Source4,Object45Property5
0.0,Object46,Property2,171855,Source4,Object46Property2
0.0,Object46,Property5,110403,Source4,Object46Property5
0.0,Object47,Property2,448976,Source4,Object47Property2
0.0,Object47,Property5,366367,Source4,Object47Property5
0.0,Object48,Property2,287746,Source4,Object48Property2
0.0,Object48,Property5,374600,Source4,Object48Property5
0.0,Object49,Property2,135039,Source4,Object49Property2
0.0,Object49,Property5,131288,Source4,Object49Property5
0.0,Object50,Property2,249607,Source4,Object50Property2
0.0,Object50,Property5,461972,Source4,Object50Property5
0.0,Object51,Property2,411805,Source4,Object51Property2
0.0,Object51,Property5,407272,Source4,Object51Property5
0.0,Object52,Property2,145264,Source4,Object52Property2
0.0,Object52,Property5,418131,Source4,Object52Property5
0.0,Object53,Property2,192133,Source4,Object53Property2
0.0,Object53,Property5,467067,Source4,Object53Property5
0.0,Object54,Property2,132546,Source4,Object54Property2
0.0,Object54,Property5,365856,Source4,Object54Property5
0.0,Object55,Property2,346254,Source4,Object55Property2
0.0,Object55,Property5,292113,Source4,Object55Property5
0.0,Object56,Property2,402832,Source4,Object56Property2
0.0,Object56,Property5,398622,Source4,Object56Property5
0.0,Object57,Property2,151030,Source4,Object57Property2
0.0,Object57,Property5,148054,Source4,Object57Property5
0.0,Object58,Property2,217019,Source4,Object58Property2
0.0,Object58,Property5,143660,Source4,Object58Property5
0.0,Object59,Property2,421499,Source4,Object59Property2
0.0,Object59,Property5,248999,Source4,Object59Property5
0.0,Object60,Property2,401134,Source4,Object60Property2
0.0,Object60,Property5,464598,Source4,Object60Property5
0.0,Object61,Property2,163875,Source4,Object61Property2
0.0,Object61,Property5,371231,Source4,Object61Property5
0.0,Object62,Property2,251815,Source4,Object62Property2
0.0,Object62,Property5,220778,Source4,Object62Property5
0.0,Object63,Property2,419008,Source4,Object63Property2
0.0,Object63,Property5,260739,Source4,Object63Property5
0.0,Object64,Property2,433920,Source4,Object64Property2
0.0,Object64,Property5,428651,Source4,Object64Property5
0.0,Object65,Property2,356736,Source4,Object65Property2
0.0,Object65,Property5,300899,Source4,Object65Property5
0.0,Object66,Property2,300228,Source4,Object66Property2
0.0,Object66,Property5,489793,Source4,Object66Property5
0.0,Object67,Property2,442632,Source4,Object67Property2
0.0,Object67,Property5,141291,Source4,Object67Property5
0.0,Object68,Property2,165849,Source4,Object68Property2
0.0,Object68,Property5,475822,Source4,Object68Property5
0.0,Object69,Property2,479281,Source4,Object69Property2
0.0,Object69,Property5,300624,Source4,Object69Property5
0.0,Object70,Property2,451733,Source4,Object70Property2
0.0,Object70,Property5,167794,Source4,Object70Property5
0.0,Object71,Property2,386952,Source4,Object71Property2
0.0,Object71,Property5,139597,Source4,Object71Property5
0.0,Object72,Property2,275953,Source4,Object72Property2
0.0,Object72,Property5,280541,Source4,Object72Property5
0.0,Object73,Property2,172701,Source4,Object73Property2
0.0,Object73,Property5,491781,Source4,Object73Property5
0.0,Object74,Property2,175196,Source4,Object74Property2
0.0,Object74,Property5,162208,Source4,Object74Property5
0.0,Object75,Property2,215607,Source4,Object75Property2
0.0,Object75,Property5,411621,Source4,Object75Property5
0.0,Object76,Property2,253252,Source4,Object76Property2
0.0,Object76,Property5,185470,Source4,Object76Property5
0.0,Object77,Property2,431457,Source4,Object77Property2
0.0,Object77,Property5,267143,Source4,Object77Property5
0.0,Object78,Property2,311844,Source4,Object78Property2
0.0,Object78,Property5,353524,Source4,Object78Property5
0.0,Object79,Property2,472899,Source4,Object79Property2
0.0,Object79,Property5,214623,Source4,Object79Property5
0.0,Object80,Property2,495716,Source4,Object80Property2
0.0,Object80,Property5,297396,Source4,Object80Property5
0.0,Object81,Property2,238193,Source4,Object81Property2
0.0,Object81,Property5,157714,Source4,Object81Property5
0.0,Object82,Property2,359260,Source4,Object82Property2
0.0,Object82,Property5,295057,Source4,Object82Property5
0.0,Object83,Property2,240837,Source4,Object83Property2
0.0,Object83,Property5,356244,Source4,Object83Property5
0.0,Object84,Property2,116759,Source4,Object84Property2
0.0,Object84,Property5,416520,Source4,Object84Property5
0.0,Object85,Property2,104457,Source4,Object85Property2
0.0,Object85,Property5,394773,Source4,Object85Property5
0.0,Object86,Property2,279330,Source4,Object86Property2
0.0,Object86,Property5,493081,Source4,Object86Property5
0.0,Object87,Property2,395294,Source4,Object87Property2
0.0,Object87,Property5,489782,Source4,Object87Property5
0.0,Object88,Property2,365912,Source4,Object88Property2
0.0,Object88,Property5,269493,Source4,Object88Property5
0.0,Object89,Property2,206823,Source4,Object89Property2
0.0,Object89,Property5,362984,Source4,Object89Property5
0.0,Object90,Property2,457415,Source4,Object90Property2
0.0,Object90,Property5,450540,Source4,Object90Property5
0.0,Object91,Property2,422805,Source4,Object91Property2
0.0,Object91,Property5,487653,Source4,Object91Property5
0.0,Object92,Property2,458744,Source4,Object92Property2
0.0,Object92,Property5,130766,Source4,Object92Property5
0.0,Object93,Property2,293432,Source4,Object93Property2
0.0,Object93,Property5,358361,Source4,Object93Property5
0.0,Object94,Property2,434247,Source4,Object94Property2
0.0,Object94,Property5,486567,Source4,Object94Property5
0.0,Object95,Property2,428051,Source4,Object95Property2
0.0,Object95,Property5,330408,Source4,Object95Property5
0.0,Object96,Property2,166278,Source4,Object96Property2
0.0,Object96,Property5,195680,Source4,Object96Property5
0.0,Object97,Property2,129874,Source4,Object97Property2
0.0,Object97,Property5,190467,Source4,Object97Property5
0.0,Object98,Property2,191875,Source4,Object98Property2
0.0,Object98,Property5,217789,Source4,Object98Property5
0.0,Object99,Property2,217269,Source4,Object99Property2
0.0,Object99,Property5,356572,Source4,Object99Property5
0.0,Object100,Property2,315288,Source4,Object100Property2
0.0,Object100,Property5,382918,Source4,Object100Property5
0.0,Object101,Property2,476411,Source4,Object101Property2
0.0,Object101,Property5,467522,Source4,Object101Property5
0.0,Object102,Property2,215608,Source4,Object102Property2
0.0,Object102,Property5,224150,Source4,Object102Property5
