Object,Property,Value,False,ObjectProperty
Object54,Property6,395013,"[699032, 885822, 829700, 760966, 621734, 513201, 714914, 623350, 928023, 747332, 869051, 559357, 509011, 652470, 536069, 570120, 639838, 835737, 710769, 990309]",Object54Property6
Object55,Property1,466654,"[977052, 550438, 632163, 580346, 871631, 667184, 572720, 523921, 550802, 678539, 932259, 577613, 728119, 613156, 955085, 624611, 820391, 661929, 852583, 985339]",Object55Property1
Object55,Property2,346254,"[961995, 621228, 661589, 705110, 841083, 668803, 736823, 715109, 654746, 755106, 502705, 616167, 786451, 552204, 611627, 521750, 881231, 997612, 507686, 966928]",Object55Property2
Object55,Property3,359280,"[873648, 885917, 747409, 933879, 632166, 590459, 667551, 617133, 982794, 506067, 607867, 845449, 720585, 740546, 752317, 632778, 806461, 783993, 517195, 960815]",Object55Property3
Object55,Property4,205638,"[639477, 651626, 587482, 870496, 800398, 575397, 854216, 724689, 854500, 992740, 650940, 995421, 980303, 852878, 574387, 757200, 636603, 574877, 601246, 574052]",Object55Property4
Object55,Property5,292113,"[542230, 535112, 621149, 876891, 805016, 575608, 585153, 896560, 926094, 859584, 741592, 531854, 796395, 644756, 614231, 654152, 750122, 984155, 855210, 610496]",Object55Property5
Object55,Property6,441580,"[508634, 592633, 565222, 985283, 940337, 503037, 752158, 813018, 755531, 791037, 929128, 528097, 880763, 606259, 628008, 556161, 621740, 800865, 775545, 879462]",Object55Property6
Object56,Property1,366625,"[934442, 674223, 627273, 785577, 798755, 754407, 799661, 711158, 818437, 593533, 527927, 689200, 986575, 687175, 797254, 890773, 555310, 641776, 949296, 684523]",Object56Property1
Object56,Property2,402832,"[602152, 758583, 530679, 514017, 568954, 990236, 504608, 614649, 812223, 596208, 926052, 920447, 968188, 579029, 629424, 561862, 562609, 827720, 956875, 950475]",Object56Property2
Object56,Property3,392510,"[598881, 514290, 754101, 629688, 574762, 959707, 597926, 901604, 539131, 767782, 903179, 614531, 691327, 591390, 926300, 546392, 511317, 910651, 655725, 809134]",Object56Property3
Object56,Property4,235744,"[999572, 524373, 768925, 631010, 500586, 702737, 790932, 981925, 889989, 770735, 761567, 910075, 966326, 742849, 586633, 766202, 560587, 512951, 948720, 616880]",Object56Property4
Object56,Property5,398622,"[812237, 598460, 992925, 727647, 918253, 852832, 905166, 732044, 577561, 797225, 580824, 663118, 591021, 994097, 825038, 830082, 670529, 701953, 712363, 650498]",Object56Property5
Object56,Property6,163783,"[673092, 796222, 656317, 685485, 740414, 843122, 729159, 921631, 583703, 994657, 811211, 895547, 565411, 501963, 992691, 757723, 982187, 709665, 516776, 953220]",Object56Property6
Object57,Property1,411669,"[809754, 771747, 640554, 595049, 810668, 551967, 535254, 602691, 514233, 783901, 609679, 888703, 725490, 686866, 559721, 546178, 900408, 881745, 582477, 826817]",Object57Property1
Object57,Property2,151030,"[846744, 999522, 733043, 637808, 506710, 913316, 798480, 635976, 657234, 634849, 861762, 926939, 894560, 849949, 696879, 844193, 743948, 633091, 723088, 755751]",Object57Property2
Object57,Property3,218035,"[635852, 975385, 905355, 663053, 850455, 760191, 510587, 806366, 604583, 671877, 611435, 520552, 786766, 917145, 839159, 963967, 839559, 871881, 888610, 682690]",Object57Property3
Object57,Property4,147241,"[692274, 764389, 576351, 618469, 900692, 989695, 789049, 989536, 981395, 502225, 588049, 831418, 883722, 727738, 594065, 712978, 689467, 585226, 829049, 545147]",Object57Property4
Object57,Property5,148054,"[873673, 702635, 714252, 849791, 778130, 850328, 704062, 939781, 892994, 791071, 612121, 584673, 837837, 717819, 608393, 516301, 639755, 624173, 988667, 696708]",Object57Property5
Object57,Property6,171609,"[982525, 637613, 895098, 758057, 838739, 998624, 972460, 503942, 833132, 851255, 833145, 991095, 730613, 973298, 696298, 823935, 735249, 586292, 818996, 863239]",Object57Property6
Object58,Property1,223412,"[898142, 505059, 865621, 568129, 520388, 899292, 678274, 698210, 965210, 708362, 682143, 618420, 855901, 530597, 590418, 620773, 706726, 636841, 919034, 771023]",Object58Property1
Object58,Property2,217019,"[959637, 565439, 511787, 810183, 597576, 981247, 762214, 841133, 534642, 618201, 619819, 893095, 833158, 899086, 619316, 964479, 940292, 594004, 936963, 627008]",Object58Property2
Object58,Property3,469389,"[638511, 816360, 708437, 881689, 911751, 553954, 599267, 534861, 856852, 915212, 892493, 612694, 986159, 933155, 932068, 543896, 685746, 810626, 581940, 744438]",Object58Property3
Object58,Property4,294634,"[647406, 676231, 904230, 876361, 641100, 610314, 757967, 916377, 646482, 863781, 686606, 740990, 689386, 632467, 814951, 669852, 751513, 583780, 999270, 519886]",Object58Property4
Object58,Property5,143660,"[642427, 849935, 979402, 694285, 763439, 753811, 947784, 943580, 678335, 830948, 935120, 963831, 990113, 939614, 979663, 948943, 984597, 501448, 665372, 886358]",Object58Property5
Object58,Property6,190595,"[677771, 918875, 672327, 827414, 896483, 911628, 733597, 913743, 586498, 790299, 705852, 751055, 657275, 572858, 700367, 957981, 508541, 905593, 610222, 906283]",Object58Property6
Object59,Property1,236371,"[581237, 811165, 774617, 564023, 634731, 907058, 503755, 678419, 980987, 827848, 898415, 655499, 591458, 646849, 856618, 833171, 616753, 794432, 662597, 632542]",Object59Property1
Object59,Property2,421499,"[545556, 792857, 860981, 715033, 642468, 534007, 792933, 841771, 762242, 563102, 768366, 569502, 564452, 684701, 613180, 847337, 933706, 999734, 731618, 949859]",Object59Property2
Object59,Property3,223770,"[848507, 707638, 533132, 657517, 615995, 978132, 938384, 630668, 838471, 534543, 982117, 695082, 832784, 926613, 584831, 819325, 565296, 616556, 852186, 993595]",Object59Property3
Object59,Property4,292079,"[753623, 891580, 713285, 837866, 938256, 975153, 540814, 543841, 997902, 925527, 507795, 662110, 827660, 809206, 677882, 887906, 735808, 616135, 510207, 711883]",Object59Property4
Object59,Property5,248999,"[800453, 654318, 760922, 915255, 804260, 891551, 870151, 584824, 599940, 620951, 889934, 627613, 593788, 971037, 661827, 933716, 576064, 925953, 957236, 873906]",Object59Property5
Object59,Property6,253722,"[875070, 916923, 801404, 659343, 961351, 931739, 608828, 846455, 877388, 577635, 892668, 520776, 684153, 898346, 709503, 512508, 752331, 728278, 665842, 839104]",Object59Property6
Object60,Property1,287687,"[544469, 861713, 582813, 704386, 634193, 618759, 916541, 632659, 889450, 986084, 780246, 608646, 713486, 738939, 566390, 957519, 888214, 554991, 850578, 996660]",Object60Property1
Object60,Property2,401134,"[996913, 530758, 862445, 799364, 956716, 673422, 959807, 741713, 844334, 987091, 741921, 657881, 810019, 664875, 515491, 966606, 918080, 578488, 805198, 537149]",Object60Property2
Object60,Property3,395426,"[527220, 958884, 720387, 673924, 961243, 909002, 546968, 726689, 882996, 500194, 590551, 782637, 907732, 944088, 967189, 867709, 886114, 919749, 876740, 808262]",Object60Property3
Object60,Property4,419513,"[784087, 931152, 787971, 848760, 845686, 588920, 868209, 553371, 749833, 796104, 891153, 615459, 542607, 642412, 513473, 851733, 595426, 613012, 650437, 528800]",Object60Property4
Object60,Property5,464598,"[973115, 778296, 626165, 629968, 807361, 533344, 736383, 500946, 833794, 627860, 688265, 536239, 516093, 634196, 632471, 658378, 776959, 725346, 793582, 511775]",Object60Property5
Object60,Property6,284021,"[684525, 583603, 716448, 806954, 581875, 583556, 805602, 600613, 536187, 833925, 873313, 931741, 525142, 839876, 987747, 657976, 616386, 608628, 907263, 683718]",Object60Property6
Object61,Property1,203431,"[910671, 942166, 547578, 991251, 511168, 525044, 503955, 662824, 706890, 853403, 618464, 547887, 882495, 755488, 890364, 618845, 681529, 538363, 617964, 992362]",Object61Property1
Object61,Property2,163875,"[850096, 939513, 833603, 510648, 639036, 839114, 634399, 825732, 992079, 646755, 977524, 730971, 997610, 717994, 787215, 731034, 912201, 857876, 588375, 640643]",Object61Property2
Object61,Property3,233672,"[875512, 912748, 944453, 961688, 716340, 571002, 770688, 715740, 868133, 852306, 698436, 787192, 656800, 904771, 540644, 696173, 761982, 962813, 903965, 884133]",Object61Property3
Object61,Property4,406470,"[682898, 626697, 719095, 737118, 749723, 840229, 735291, 555015, 888486, 587199, 682157, 669718, 744394, 524457, 909731, 547831, 739626, 798034, 560389, 904500]",Object61Property4
Object61,Property5,371231,"[755047, 958763, 575843, 763731, 767622, 956734, 970788, 504465, 975370, 964220, 509960, 812839, 599419, 526942, 815908, 778183, 962386, 536960, 518598, 568015]",Object61Property5
Object61,Property6,177875,"[829335, 970966, 583747, 647438, 902183, 788607, 511458, 942378, 951538, 889428, 640037, 529336, 730178, 518947, 747218, 644074, 842174, 566036, 592407, 782240]",Object61Property6
Object62,Property1,451025,"[748226, 720118, 873948, 699771, 765304, 638898, 696938, 920842, 502339, 761993, 829050, 919885, 509991, 803178, 870594, 875370, 916490, 510025, 915082, 924497]",Object62Property1
Object62,Property2,251815,"[626712, 653013, 621727, 993411, 805056, 799432, 583750, 765011, 627332, 925572, 539258, 506162, 578233, 852881, 759492, 744875, 624511, 637674, 723258, 880283]",Object62Property2
Object62,Property3,413225,"[738366, 888654, 816186, 554500, 521839, 891060, 719895, 967268, 685358, 830610, 869374, 922085, 849075, 861924, 789234, 667998, 565828, 782851, 585420, 620829]",Object62Property3
Object62,Property4,134046,"[504133, 926705, 824803, 797962, 615832, 503469, 612796, 812315, 717319, 529838, 765883, 622174, 829279, 765078, 802457, 987643, 508201, 730486, 545119, 987993]",Object62Property4
Object62,Property5,220778,"[515504, 895776, 803033, 738170, 564339, 878106, 651187, 543567, 758626, 967960, 718860, 536501, 510175, 567621, 935902, 637448, 602044, 674096, 953281, 547641]",Object62Property5
Object62,Property6,117696,"[656132, 712960, 655152, 516567, 557870, 629627, 858020, 931703, 657213, 733146, 534193, 819739, 728712, 755082, 549058, 674998, 740653, 929315, 783316, 819149]",Object62Property6
Object63,Property1,301080,"[922262, 769673, 952424, 873008, 897451, 860739, 856532, 919441, 653172, 859485, 709137, 910817, 598392, 712559, 765560, 746564, 952453, 912105, 627662, 917926]",Object63Property1
Object63,Property2,419008,"[981289, 922224, 819271, 610316, 834504, 827707, 610500, 952371, 973869, 551435, 842285, 602550, 720316, 815141, 619895, 836790, 758490, 716794, 871826, 719032]",Object63Property2
Object63,Property3,465497,"[849826, 866202, 741041, 900672, 556627, 926959, 804251, 531442, 835796, 511594, 530609, 526412, 878333, 578784, 664011, 560141, 842765, 931280, 856240, 810163]",Object63Property3
Object63,Property4,498881,"[678876, 718140, 965296, 820415, 509905, 509927, 788729, 973623, 872889, 977985, 717638, 608656, 822105, 834587, 510697, 651085, 871186, 518951, 808810, 934870]",Object63Property4
Object63,Property5,260739,"[975044, 617412, 846535, 748830, 796835, 948553, 501472, 616521, 989000, 508182, 627846, 654800, 504085, 529650, 725470, 706584, 943449, 627264, 720855, 994104]",Object63Property5
Object63,Property6,316447,"[890782, 776752, 622049, 816974, 613918, 918895, 848077, 630272, 568363, 649747, 570604, 721348, 948434, 610572, 828916, 961590, 617666, 517870, 884072, 839392]",Object63Property6
Object64,Property1,186256,"[898357, 989721, 586123, 948703, 965286, 694825, 928380, 595305, 885361, 577512, 701625, 947692, 577380, 816416, 591314, 826950, 924877, 755262, 954186, 983188]",Object64Property1
Object64,Property2,433920,"[761084, 607435, 758569, 992153, 518007, 581834, 679640, 861900, 828327, 631478, 828881, 950810, 823081, 782641, 728512, 806311, 506223, 674710, 804599, 871390]",Object64Property2
Object64,Property3,357427,"[688641, 515863, 946106, 884941, 610187, 565423, 748235, 725901, 736071, 526468, 770878, 994414, 895397, 639340, 919067, 613479, 897584, 862543, 916025, 808383]",Object64Property3
Object64,Property4,184563,"[605180, 708197, 559283, 961219, 903151, 779805, 551865, 756884, 857275, 973309, 952063, 909768, 831717, 645475, 708370, 889158, 826491, 870819, 778326, 957365]",Object64Property4
Object64,Property5,428651,"[551290, 620200, 956534, 912604, 561778, 862865, 628838, 778004, 501264, 575138, 690417, 975590, 564218, 612893, 661126, 684569, 755404, 753300, 964362, 765267]",Object64Property5
Object64,Property6,257013,"[968856, 771434, 746960, 960159, 655810, 785397, 614948, 556743, 543704, 770604, 962192, 847258, 694845, 767918, 623071, 559495, 841948, 533085, 975666, 501912]",Object64Property6
Object65,Property1,329811,"[923164, 940218, 748124, 615437, 720287, 709789, 627774, 845300, 570821, 544383, 577289, 844332, 871601, 581303, 633394, 678916, 985406, 731974, 561024, 755165]",Object65Property1
Object65,Property2,356736,"[641675, 834713, 676685, 700648, 889251, 549550, 927333, 781484, 967393, 591609, 975957, 627176, 530675, 758099, 678516, 915965, 566699, 530062, 763856, 524551]",Object65Property2
Object65,Property3,449662,"[833143, 513573, 730340, 824098, 640438, 718773, 573443, 820246, 872065, 920473, 577335, 959883, 875378, 910996, 808995, 674322, 714142, 989440, 519533, 670576]",Object65Property3
Object65,Property4,400168,"[739317, 775710, 915466, 694363, 748431, 768034, 798243, 933599, 659621, 916309, 716031, 770105, 684067, 772955, 566739, 882832, 907755, 777909, 795087, 632649]",Object65Property4
Object65,Property5,300899,"[811255, 805593, 726901, 892804, 587798, 655205, 531498, 941563, 782747, 843720, 907520, 954168, 787658, 866045, 995531, 828378, 753390, 817907, 563246, 570619]",Object65Property5
Object65,Property6,239393,"[772915, 629438, 867186, 633919, 598126, 819744, 692172, 861030, 859254, 800623, 856272, 673214, 818915, 577947, 510428, 646048, 920679, 763013, 602517, 773079]",Object65Property6
Object66,Property1,138332,"[526307, 675801, 915641, 761379, 969791, 953324, 597169, 945010, 513140, 895934, 666579, 715642, 925711, 712279, 701743, 809103, 992522, 647767, 626174, 658557]",Object66Property1
Object66,Property2,300228,"[558052, 507505, 744310, 684660, 514138, 973729, 923829, 857458, 695171, 579082, 871505, 518526, 570129, 826406, 792011, 549941, 944129, 993243, 809695, 809179]",Object66Property2
Object66,Property3,104453,"[571080, 677374, 534580, 672507, 830377, 808248, 698032, 537578, 595034, 611964, 632850, 944159, 605952, 632290, 983677, 517574, 564390, 898300, 629751, 945007]",Object66Property3
Object66,Property4,487306,"[835681, 568295, 521122, 688441, 854461, 977136, 581053, 859349, 989349, 905110, 896189, 598276, 819514, 619842, 768514, 685101, 692466, 802977, 684959, 982338]",Object66Property4
Object66,Property5,489793,"[581000, 607498, 647748, 705606, 814864, 893123, 898306, 684408, 551518, 872361, 648054, 853598, 940645, 570822, 990719, 872490, 608778, 923436, 641904, 652966]",Object66Property5
Object66,Property6,403278,"[776664, 970381, 961276, 899215, 893868, 963889, 844434, 940928, 636432, 951464, 539933, 916101, 819424, 508653, 530903, 708434, 874591, 709729, 871161, 797522]",Object66Property6
Object67,Property1,213727,"[937353, 814580, 821257, 824539, 574413, 694325, 911614, 876731, 891508, 680669, 878044, 737391, 899955, 941965, 538734, 565080, 841786, 935024, 826518, 633489]",Object67Property1
Object67,Property2,442632,"[709640, 839055, 840632, 621737, 580582, 632045, 845129, 984436, 617114, 572698, 870097, 866026, 857587, 816056, 720249, 598910, 540056, 620010, 913489, 702618]",Object67Property2
Object67,Property3,114618,"[930977, 717005, 982846, 750821, 851725, 901287, 850215, 602190, 716164, 658284, 861924, 531742, 506150, 979935, 765347, 597443, 944633, 943770, 510841, 541836]",Object67Property3
Object67,Property4,254818,"[816872, 990224, 763159, 502261, 653871, 846704, 933756, 894686, 990132, 520189, 971367, 553023, 989687, 921080, 724252, 759168, 834923, 817727, 869839, 506936]",Object67Property4
Object67,Property5,141291,"[648014, 525850, 779775, 865209, 972143, 838785, 642203, 732002, 743684, 995807, 901978, 565159, 696978, 821221, 846516, 734757, 650737, 983914, 680029, 797167]",Object67Property5
Object67,Property6,205758,"[859089, 948454, 970622, 882202, 538871, 823513, 898504, 876249, 808232, 546256, 595964, 889091, 787634, 715354, 606166, 987244, 849553, 714539, 650969, 760575]",Object67Property6
Object68,Property1,445675,"[904245, 742587, 600726, 996440, 852913, 714919, 635400, 615600, 557968, 652749, 880158, 869490, 778540, 722198, 591823, 735930, 619077, 760171, 909345, 837127]",Object68Property1
Object68,Property2,165849,"[808920, 682591, 585275, 722570, 688629, 696767, 778349, 590104, 898655, 824707, 920391, 839633, 786184, 692063, 875160, 669704, 948624, 697841, 690259, 824066]",Object68Property2
Object68,Property3,410518,"[699539, 598094, 729769, 948201, 662491, 782934, 910754, 831089, 518799, 922518, 894015, 687764, 854350, 885582, 765135, 898272, 860149, 927625, 726965, 624395]",Object68Property3
Object68,Property4,352095,"[954627, 739708, 948135, 743931, 940167, 587575, 726822, 898233, 833700, 577621, 892763, 820570, 848874, 958898, 834460, 966211, 938100, 714246, 931314, 615121]",Object68Property4
Object68,Property5,475822,"[906266, 556620, 958897, 684598, 989120, 856700, 967643, 862663, 589829, 833621, 843069, 509223, 993387, 525633, 708230, 594138, 878310, 632120, 875065, 911129]",Object68Property5
Object68,Property6,236914,"[691959, 906183, 714728, 909958, 862517, 504893, 585127, 564230, 841864, 851981, 803795, 908535, 659559, 919254, 960934, 796863, 916214, 942106, 567168, 713869]",Object68Property6
Object69,Property1,176326,"[573783, 589720, 786290, 955520, 983331, 929796, 612825, 677718, 899850, 698623, 761055, 605496, 694122, 801712, 587404, 659148, 863857, 616478, 714110, 898870]",Object69Property1
Object69,Property2,479281,"[843635, 505020, 876379, 676917, 604949, 643856, 906331, 620319, 760208, 732115, 634636, 579020, 678003, 611209, 805079, 612163, 830012, 627063, 968582, 607760]",Object69Property2
Object69,Property3,489776,"[614731, 591140, 658990, 784250, 500039, 558120, 599089, 612645, 722973, 916313, 956861, 794574, 511139, 884869, 542723, 531107, 522160, 968206, 961578, 724198]",Object69Property3
Object69,Property4,137522,"[760472, 786401, 825530, 791953, 834726, 952333, 636034, 912244, 979864, 976359, 687179, 641251, 840918, 510781, 791101, 614541, 872525, 739481, 857996, 630410]",Object69Property4
Object69,Property5,300624,"[906446, 562859, 649099, 747157, 644071, 809994, 612799, 940711, 568070, 551337, 741461, 991427, 501691, 919024, 858695, 769525, 887857, 642119, 563860, 566650]",Object69Property5
Object69,Property6,344614,"[501604, 913079, 790117, 688276, 822985, 673696, 792437, 564804, 600938, 502899, 622175, 831445, 710315, 590066, 501964, 536614, 912201, 655035, 535913, 520204]",Object69Property6
Object70,Property1,155661,"[772472, 901602, 919790, 715901, 557878, 561831, 884059, 597273, 776579, 708767, 574286, 818070, 513382, 613953, 581722, 673683, 574462, 986589, 927075, 982431]",Object70Property1
Object70,Property2,451733,"[556306, 705326, 985352, 738160, 823925, 696060, 941679, 817594, 705201, 983926, 617453, 620153, 768981, 788241, 770886, 687996, 867276, 822369, 670878, 973799]",Object70Property2
Object70,Property3,387276,"[963612, 811884, 630219, 689105, 940588, 875819, 786526, 631631, 744649, 804810, 615343, 763165, 895286, 954087, 596000, 877967, 533386, 895602, 837908, 948893]",Object70Property3
Object70,Property4,409167,"[687499, 971315, 799791, 840439, 504011, 637238, 673963, 545570, 950644, 783188, 509200, 885868, 649532, 683697, 544147, 587003, 652316, 796610, 877858, 677617]",Object70Property4
Object70,Property5,167794,"[559114, 622580, 905801, 617494, 860913, 560787, 540323, 504902, 846353, 878944, 849435, 647400, 723721, 795278, 969064, 695090, 724290, 706593, 522816, 771365]",Object70Property5
Object70,Property6,416782,"[712529, 857009, 596156, 997365, 684979, 543241, 682771, 546170, 534933, 963932, 514897, 790525, 537161, 910476, 959336, 658055, 843721, 887373, 966123, 853087]",Object70Property6
Object71,Property1,262709,"[550805, 580231, 918484, 810993, 564368, 623274, 982614, 742879, 986353, 504084, 812589, 713629, 595348, 938541, 543961, 630608, 775252, 856509, 584560, 670458]",Object71Property1
Object71,Property2,386952,"[663095, 518098, 549823, 616133, 672809, 793034, 685847, 793261, 979359, 671451, 638938, 740270, 798236, 832104, 907565, 741155, 951687, 961859, 574741, 912672]",Object71Property2
Object71,Property3,341946,"[695237, 556350, 802890, 576332, 899706, 770609, 696458, 905458, 825035, 979448, 654264, 920797, 954449, 724826, 648403, 662222, 974722, 748234, 974976, 928764]",Object71Property3
Object71,Property4,300128,"[962246, 664564, 782472, 816916, 685929, 615257, 819732, 709959, 981843, 533993, 531412, 828771, 856136, 650914, 905834, 763247, 680341, 981439, 627847, 736535]",Object71Property4
Object71,Property5,139597,"[626759, 915186, 817942, 632751, 732497, 516801, 787821, 783691, 985148, 973186, 738546, 712771, 552206, 760445, 833484, 725974, 695536, 592132, 791794, 891245]",Object71Property5
Object71,Property6,250286,"[976835, 988328, 846990, 539137, 716488, 934029, 917137, 726518, 926663, 724190, 668759, 655106, 511438, 713190, 869777, 740100, 638338, 626174, 869972, 542884]",Object71Property6
Object72,Property1,489359,"[964590, 765478, 628675, 956610, 924944, 836390, 687237, 930833, 594618, 894307, 954857, 616395, 578359, 975693, 908738, 529902, 864471, 560879, 669214, 732755]",Object72Property1
Object72,Property2,275953,"[898313, 967044, 725275, 838569, 724808, 507141, 917042, 557224, 886115, 540778, 565824, 508050, 755845, 904115, 846510, 794619, 749532, 587274, 834893, 911495]",Object72Property2
Object72,Property3,241507,"[707891, 741382, 571181, 558725, 701687, 895498, 617144, 535282, 711895, 944259, 578493, 568195, 552436, 728896, 613852, 511468, 522706, 999685, 844619, 788249]",Object72Property3
Object72,Property4,389307,"[866619, 892241, 778364, 772918, 539919, 769026, 710528, 851453, 529534, 614729, 823265, 741703, 844806, 842488, 886888, 640347, 697007, 983759, 676649, 708338]",Object72Property4
Object72,Property5,280541,"[534307, 786914, 701024, 527530, 835342, 508853, 738350, 723733, 506991, 601532, 640577, 771337, 681338, 845816, 844838, 839882, 812796, 956574, 705430, 530139]",Object72Property5
Object72,Property6,115709,"[980204, 886426, 828572, 916529, 862776, 772295, 592099, 895146, 969972, 509836, 640158, 875934, 975171, 858925, 890091, 922276, 666350, 793541, 837094, 849944]",Object72Property6
Object73,Property1,478655,"[917819, 947328, 942546, 529773, 523998, 880713, 875098, 780033, 551845, 869414, 981209, 854382, 688330, 640625, 936471, 606479, 835919, 968468, 601234, 619023]",Object73Property1
Object73,Property2,172701,"[723261, 580264, 994895, 719780, 539813, 961124, 614210, 972022, 998891, 953654, 612913, 612956, 698111, 910524, 639079, 549304, 997774, 826541, 797269, 563644]",Object73Property2
Object73,Property3,486606,"[605021, 551827, 877311, 687328, 941554, 677576, 541266, 721005, 906414, 633398, 987072, 549547, 713071, 898765, 582745, 858978, 647617, 544115, 889130, 617531]",Object73Property3
Object73,Property4,438633,"[579894, 884813, 523315, 789793, 666922, 581412, 898778, 742301, 902796, 846707, 852649, 687038, 990742, 740725, 785535, 538926, 883050, 789346, 936208, 941625]",Object73Property4
Object73,Property5,491781,"[656380, 829089, 925721, 991272, 686265, 761442, 668072, 688356, 596720, 517555, 656969, 926048, 520119, 546458, 634637, 656110, 586688, 932331, 898298, 732188]",Object73Property5
Object73,Property6,169442,"[837018, 736860, 752241, 644764, 805433, 590023, 839681, 906093, 783914, 597552, 911274, 838406, 540645, 910135, 856615, 916761, 659773, 693688, 864075, 559886]",Object73Property6
Object74,Property1,344322,"[762142, 546764, 759330, 712382, 832325, 971000, 798761, 590323, 724985, 632483, 755898, 757603, 864217, 961012, 928122, 959605, 822984, 969954, 637665, 615407]",Object74Property1
Object74,Property2,175196,"[673955, 972479, 665019, 836933, 790877, 920442, 979023, 588821, 843771, 655146, 580820, 895512, 563677, 621961, 755895, 805686, 619036, 644560, 726472, 829744]",Object74Property2
Object74,Property3,126267,"[662021, 735845, 674544, 600758, 805354, 921947, 972095, 761517, 952430, 595775, 532936, 657267, 790954, 673154, 735449, 716259, 799419, 785716, 510701, 772068]",Object74Property3
Object74,Property4,472904,"[581872, 773271, 703685, 994720, 574728, 808624, 502589, 944416, 880964, 865412, 999190, 549838, 851723, 617012, 536745, 832918, 832711, 687522, 939499, 578893]",Object74Property4
Object74,Property5,162208,"[836567, 771628, 994963, 736639, 721999, 952601, 949413, 519292, 792197, 702743, 927454, 575682, 895186, 720741, 710750, 526920, 602396, 848834, 508128, 589696]",Object74Property5
Object74,Property6,165736,"[664117, 972380, 943781, 534224, 749909, 780419, 857465, 952924, 954442, 545717, 513851, 507151, 876439, 838384, 856792, 770084, 619677, 962378, 900774, 626333]",Object74Property6
Object75,Property1,180623,"[659188, 874001, 787752, 902008, 930690, 808854, 664297, 599532, 732644, 906791, 705794, 948667, 975429, 957126, 585416, 748208, 631952, 749601, 588613, 877672]",Object75Property1
Object75,Property2,215607,"[768357, 915875, 711810, 968231, 759581, 514000, 950674, 716778, 971923, 908580, 753435, 666451, 717409, 892358, 697387, 733289, 711956, 924417, 834367, 859238]",Object75Property2
Object75,Property3,472625,"[952120, 882727, 900520, 667671, 786764, 894433, 609101, 821398, 936547, 927552, 864251, 758747, 534916, 692837, 629503, 544265, 649059, 583035, 987396, 643145]",Object75Property3
Object75,Property4,388665,"[785318, 530190, 966693, 620957, 880427, 593402, 548133, 796357, 988761, 956724, 696224, 603793, 682252, 583343, 749945, 606523, 574003, 960707, 921844, 650979]",Object75Property4
Object75,Property5,411621,"[847118, 545915, 848033, 737867, 555275, 850191, 783212, 959080, 515874, 905142, 554711, 995388, 636202, 635739, 658781, 883844, 519318, 743322, 931442, 629188]",Object75Property5
Object75,Property6,152837,"[628662, 603824, 761488, 998395, 758664, 914531, 830977, 976542, 946253, 811968, 798007, 776269, 651713, 893374, 656928, 649095, 514218, 665503, 581322, 604955]",Object75Property6
Object76,Property1,187958,"[517172, 993031, 776318, 599252, 887531, 646317, 681046, 529036, 907621, 550225, 989523, 684543, 811709, 599059, 947351, 987204, 622432, 684223, 735974, 695200]",Object76Property1
Object76,Property2,253252,"[899359, 601319, 799631, 510343, 963863, 764859, 760110, 656322, 888442, 755230, 974194, 901578, 584546, 684414, 521640, 704713, 617428, 593894, 531195, 984692]",Object76Property2
Object76,Property3,363087,"[911938, 688526, 628064, 556505, 534970, 943869, 874957, 937202, 802072, 826300, 936725, 966699, 821882, 987691, 725325, 690603, 916266, 697603, 981009, 972656]",Object76Property3
Object76,Property4,293278,"[603876, 662153, 794280, 565783, 948769, 964174, 623350, 510921, 715303, 890722, 661569, 884570, 815042, 569796, 815816, 512398, 537087, 638479, 529976, 786439]",Object76Property4
Object76,Property5,185470,"[506504, 711197, 511659, 908511, 607391, 733009, 991707, 681652, 563105, 890261, 627677, 534711, 586101, 899344, 636585, 509574, 864201, 982561, 522746, 613191]",Object76Property5
Object76,Property6,480998,"[593676, 554871, 804814, 831900, 870914, 527566, 830276, 505032, 536202, 559154, 529914, 544945, 685798, 880322, 760342, 888821, 670441, 892515, 565540, 830366]",Object76Property6
Object77,Property1,345771,"[513026, 589057, 954658, 850763, 807788, 619520, 949450, 697244, 926465, 884508, 683182, 867320, 547328, 820104, 838276, 650990, 547083, 975233, 841382, 944970]",Object77Property1
Object77,Property2,431457,"[872891, 656467, 786857, 950370, 638899, 803021, 855248, 606052, 902312, 540306, 814269, 804594, 555155, 821423, 747488, 824722, 855583, 637207, 839772, 681042]",Object77Property2
Object77,Property3,133106,"[712848, 946209, 563460, 971421, 584041, 867657, 666057, 577591, 853128, 866134, 930310, 531323, 916400, 508476, 665826, 970700, 776374, 686601, 574628, 609200]",Object77Property3
Object77,Property4,397855,"[542596, 932126, 730215, 917147, 687490, 611312, 726306, 946801, 622144, 855717, 709925, 679687, 657584, 502510, 796149, 970319, 824856, 565306, 994382, 668803]",Object77Property4
Object77,Property5,267143,"[601700, 585837, 854701, 888388, 963719, 783287, 975385, 624429, 500271, 989431, 586599, 625116, 683334, 836558, 718272, 568978, 614826, 659479, 534245, 731858]",Object77Property5
Object77,Property6,124109,"[739362, 757694, 704767, 952993, 851666, 977735, 799214, 670531, 820729, 554162, 924016, 785061, 856844, 519415, 618077, 597452, 907786, 935772, 677014, 506240]",Object77Property6
