Object,Property,Value,False,ObjectProperty
Object270,Property6,211640,"[542946, 970777, 643931, 534513, 800741, 860945, 879405, 940519, 796225, 642860]",Object270Property6
Object271,Property5,365808,"[831293, 882189, 963688, 714566, 913788, 826427, 930626, 889794, 956886, 535111]",Object271Property5
Object271,Property4,340238,"[540723, 952472, 714298, 612578, 716969, 577357, 525705, 633763, 877460, 732268]",Object271Property4
Object271,Property2,421999,"[632655, 503130, 918254, 667138, 771153, 500565, 555659, 654306, 774095, 628899]",Object271Property2
Object271,Property1,423680,"[688435, 661891, 943852, 876200, 508193, 762038, 864644, 529411, 847871, 828504]",Object271Property1
Object271,Property3,376565,"[738199, 948402, 705312, 964706, 814698, 867375, 621004, 671206, 569833, 960663]",Object271Property3
Object271,Property6,388933,"[852635, 750885, 640588, 978264, 506047, 870813, 693697, 684701, 584707, 694578]",Object271Property6
Object272,Property5,418547,"[801232, 846448, 778823, 551526, 891613, 588828, 547745, 729910, 632537, 561481]",Object272Property5
Object272,Property4,180103,"[808988, 505181, 661586, 961225, 931460, 503402, 681061, 786765, 525336, 889184]",Object272Property4
Object272,Property2,306913,"[663716, 683607, 500899, 532900, 514001, 669849, 519044, 782829, 760320, 968231]",Object272Property2
Object272,Property1,482800,"[724601, 933276, 677961, 522436, 978555, 613774, 613594, 992283, 598936, 646064]",Object272Property1
Object272,Property3,147639,"[980245, 877867, 550612, 931715, 861227, 605977, 715987, 659862, 955792, 914796]",Object272Property3
Object272,Property6,391797,"[778170, 580698, 785869, 736011, 875670, 832545, 652345, 804453, 643773, 623558]",Object272Property6
Object273,Property5,244384,"[974246, 865431, 687456, 701586, 927729, 991002, 911813, 603885, 670187, 772908]",Object273Property5
Object273,Property4,167936,"[555851, 640873, 883854, 882060, 697730, 861896, 675502, 685255, 630074, 682322]",Object273Property4
Object273,Property2,452571,"[783652, 812748, 523732, 943057, 861208, 769545, 626475, 607918, 735229, 662567]",Object273Property2
Object273,Property1,142284,"[879528, 936108, 673512, 870334, 533895, 965794, 757853, 749398, 544929, 903717]",Object273Property1
Object273,Property3,313301,"[888463, 957016, 975052, 746761, 658392, 950211, 697023, 512091, 783010, 539419]",Object273Property3
Object273,Property6,446649,"[664038, 589769, 564562, 555635, 706204, 664372, 538674, 664022, 522569, 625422]",Object273Property6
Object274,Property5,363732,"[684972, 846343, 934135, 729004, 541579, 731722, 698994, 625283, 657416, 938850]",Object274Property5
Object274,Property4,159409,"[683440, 818858, 925816, 804389, 985149, 757163, 685407, 679047, 748886, 516392]",Object274Property4
Object274,Property2,237149,"[548334, 667655, 940863, 738539, 967567, 754139, 783469, 668202, 632157, 858988]",Object274Property2
Object274,Property1,398370,"[940327, 892347, 611925, 844065, 831188, 768738, 939939, 695808, 689323, 535547]",Object274Property1
Object274,Property3,261724,"[794566, 807998, 515631, 821183, 892964, 514166, 567006, 834731, 875493, 865921]",Object274Property3
Object274,Property6,326844,"[757883, 587239, 762004, 574491, 527771, 722306, 584036, 545885, 679031, 741635]",Object274Property6
Object275,Property5,206198,"[612031, 645962, 970642, 514334, 927083, 921507, 788938, 741885, 592909, 672586]",Object275Property5
Object275,Property4,181094,"[892363, 962446, 846264, 924576, 688478, 504371, 834741, 786069, 727097, 680501]",Object275Property4
Object275,Property2,285839,"[730729, 511178, 880858, 606799, 883754, 932356, 976718, 577425, 581236, 809016]",Object275Property2
Object275,Property1,123466,"[783955, 562149, 884813, 519155, 719913, 529732, 563980, 927921, 886845, 780095]",Object275Property1
Object275,Property3,226326,"[696818, 616163, 907102, 538532, 635132, 636892, 877081, 782433, 820239, 772580]",Object275Property3
Object275,Property6,332410,"[922597, 657663, 517805, 920185, 639575, 939370, 853597, 561569, 940279, 967196]",Object275Property6
Object276,Property5,371486,"[803683, 667075, 993753, 861963, 943511, 915494, 945701, 829789, 554103, 605507]",Object276Property5
Object276,Property4,136147,"[681829, 826933, 652510, 803506, 810871, 736345, 734092, 864788, 583770, 725662]",Object276Property4
Object276,Property2,299266,"[941372, 892747, 892192, 867672, 809081, 961714, 603063, 682763, 856652, 871889]",Object276Property2
Object276,Property1,428208,"[743187, 794503, 554150, 542676, 983136, 505442, 601373, 648155, 911716, 702444]",Object276Property1
Object276,Property3,354142,"[635326, 738221, 714508, 935688, 778704, 616318, 863516, 778610, 882954, 672441]",Object276Property3
Object276,Property6,435656,"[741777, 615578, 765070, 770382, 934737, 709271, 970748, 558521, 730890, 982345]",Object276Property6
Object277,Property5,452706,"[931816, 843833, 919969, 612159, 503910, 754143, 903115, 772259, 825305, 746020]",Object277Property5
Object277,Property4,351481,"[586964, 856665, 514131, 929588, 862968, 611542, 758998, 737389, 556483, 972350]",Object277Property4
Object277,Property2,147830,"[920005, 505814, 889283, 902261, 600901, 658510, 812912, 854697, 782607, 959567]",Object277Property2
Object277,Property1,331195,"[846598, 916536, 755703, 720512, 975363, 676457, 776494, 593923, 797228, 628118]",Object277Property1
Object277,Property3,164592,"[854010, 527893, 616458, 816326, 616083, 840902, 883835, 829507, 826741, 661852]",Object277Property3
Object277,Property6,475294,"[845274, 616404, 540807, 922138, 766356, 568186, 925485, 832984, 987896, 798931]",Object277Property6
Object278,Property5,224204,"[557708, 918823, 991191, 513168, 956085, 706950, 985457, 730451, 608472, 641709]",Object278Property5
Object278,Property4,274617,"[746758, 715102, 721044, 612098, 740390, 709968, 678474, 669500, 846640, 792779]",Object278Property4
Object278,Property2,390553,"[689026, 738148, 735937, 677304, 755320, 755975, 830263, 602171, 878842, 583586]",Object278Property2
Object278,Property1,338295,"[693906, 851408, 733007, 994385, 533795, 784999, 949760, 705728, 657517, 952252]",Object278Property1
Object278,Property3,400853,"[929319, 555066, 775692, 988858, 753260, 593957, 927422, 987597, 511238, 778897]",Object278Property3
Object278,Property6,328202,"[661770, 779253, 877639, 537492, 610481, 923516, 974119, 950216, 802139, 769961]",Object278Property6
Object279,Property5,325952,"[990407, 683082, 887712, 949931, 716645, 533993, 805416, 871235, 504501, 856588]",Object279Property5
Object279,Property4,129813,"[513730, 585843, 564387, 582192, 762779, 507542, 715550, 626308, 809822, 667218]",Object279Property4
Object279,Property2,342784,"[721253, 865740, 536561, 752267, 515862, 793670, 564349, 731502, 766556, 903259]",Object279Property2
Object279,Property1,113014,"[847463, 665542, 752350, 966666, 655819, 778973, 959141, 614139, 825089, 616465]",Object279Property1
Object279,Property3,271273,"[932321, 663577, 810239, 996547, 632770, 558057, 532729, 517218, 828824, 515610]",Object279Property3
Object279,Property6,161137,"[832768, 634904, 628656, 670606, 944742, 599874, 982127, 590220, 541913, 882564]",Object279Property6
Object280,Property5,498307,"[623969, 896491, 501643, 746737, 547962, 674613, 902119, 921315, 845300, 924759]",Object280Property5
Object280,Property4,270550,"[798679, 852949, 852577, 553511, 823226, 765147, 899831, 638042, 895614, 982508]",Object280Property4
Object280,Property2,121976,"[775979, 846515, 959642, 896374, 930483, 779939, 629363, 506909, 614721, 597680]",Object280Property2
Object280,Property1,281013,"[752026, 831999, 710541, 526836, 659413, 812673, 729686, 896293, 757057, 538892]",Object280Property1
Object280,Property3,297037,"[573239, 731696, 926894, 724568, 924000, 854150, 512581, 907191, 645968, 895745]",Object280Property3
Object280,Property6,392733,"[828592, 587364, 683683, 679632, 892892, 791409, 641259, 712822, 617078, 899799]",Object280Property6
Object281,Property5,170696,"[945566, 688087, 612467, 855790, 964448, 566379, 782700, 855251, 804780, 546759]",Object281Property5
Object281,Property4,311456,"[864255, 919379, 653039, 766345, 552074, 542809, 702328, 586460, 721486, 958077]",Object281Property4
Object281,Property2,195338,"[861838, 902541, 975711, 544943, 542643, 586128, 696041, 568683, 841798, 968467]",Object281Property2
Object281,Property1,267000,"[918026, 855801, 944669, 880362, 802493, 822864, 693827, 630043, 709179, 770539]",Object281Property1
Object281,Property3,173159,"[719755, 515875, 959435, 891998, 852946, 507869, 524635, 672516, 641150, 687000]",Object281Property3
Object281,Property6,398178,"[630317, 811813, 671000, 910958, 672316, 925114, 568947, 841950, 944559, 982693]",Object281Property6
Object282,Property5,267922,"[596263, 643004, 730270, 657955, 862462, 527623, 969079, 648091, 993980, 820481]",Object282Property5
Object282,Property4,176397,"[639529, 984343, 672222, 761400, 968961, 664444, 815003, 747082, 950862, 657063]",Object282Property4
Object282,Property2,188360,"[553425, 923981, 748637, 730458, 939056, 953551, 699307, 711006, 973789, 780079]",Object282Property2
Object282,Property1,150390,"[737533, 628415, 644202, 851523, 731432, 590733, 992527, 745512, 872159, 654149]",Object282Property1
Object282,Property3,135136,"[778198, 786838, 806136, 527671, 699914, 995990, 877984, 938189, 680930, 570291]",Object282Property3
Object282,Property6,274381,"[664221, 722381, 522748, 561619, 837216, 908488, 523090, 757549, 543318, 616424]",Object282Property6
Object283,Property5,177991,"[728851, 878887, 704859, 657757, 773327, 882720, 677519, 602434, 939906, 866588]",Object283Property5
Object283,Property4,116081,"[974933, 555971, 727494, 752524, 835305, 632041, 659405, 733609, 735871, 887489]",Object283Property4
Object283,Property2,485285,"[731206, 979068, 623799, 582616, 842171, 657881, 897493, 605540, 742241, 787610]",Object283Property2
Object283,Property1,389362,"[508031, 512852, 595883, 803052, 622412, 824944, 867819, 633943, 805310, 627953]",Object283Property1
Object283,Property3,317608,"[569387, 789338, 785024, 745725, 994409, 782894, 512901, 873060, 782989, 805560]",Object283Property3
Object283,Property6,136278,"[613239, 628813, 771201, 787877, 896220, 997248, 508193, 557724, 513660, 978776]",Object283Property6
Object284,Property5,172500,"[824940, 559343, 593913, 987190, 654365, 613329, 820365, 551354, 538201, 764355]",Object284Property5
Object284,Property4,448119,"[837476, 596258, 935138, 545475, 990279, 663240, 872346, 970364, 902717, 693611]",Object284Property4
Object284,Property2,427388,"[775677, 842400, 858476, 725450, 685970, 713419, 777651, 777217, 722530, 966779]",Object284Property2
Object284,Property1,316572,"[692774, 735908, 638000, 618026, 801505, 696649, 952645, 845674, 587520, 534331]",Object284Property1
Object284,Property3,418285,"[776635, 640228, 699649, 529537, 559514, 943190, 820753, 670891, 906832, 780784]",Object284Property3
Object284,Property6,469917,"[942422, 926680, 883577, 835176, 540618, 904646, 798569, 512509, 664714, 936705]",Object284Property6
Object285,Property5,334707,"[586186, 517566, 798130, 524960, 923299, 664775, 900112, 850362, 792051, 717884]",Object285Property5
Object285,Property4,165903,"[867837, 720159, 551056, 598402, 749388, 683575, 825068, 861536, 520613, 507922]",Object285Property4
Object285,Property2,273428,"[941246, 919067, 974051, 875445, 908571, 652945, 867139, 889684, 597631, 646846]",Object285Property2
Object285,Property1,156894,"[675740, 920147, 554315, 660471, 617112, 978642, 525786, 567851, 642107, 740557]",Object285Property1
Object285,Property3,274747,"[507516, 718873, 518636, 677772, 876386, 712237, 586911, 990834, 546177, 637656]",Object285Property3
Object285,Property6,403924,"[874873, 691647, 939448, 803471, 529699, 618316, 532665, 850910, 851538, 759208]",Object285Property6
Object286,Property5,210364,"[741394, 885231, 696962, 578103, 843855, 787251, 914363, 532388, 788757, 714489]",Object286Property5
Object286,Property4,252620,"[909758, 545140, 741069, 940145, 628155, 967958, 832721, 847242, 915679, 543978]",Object286Property4
Object286,Property2,254572,"[609151, 563029, 891186, 736136, 986934, 999305, 681111, 575370, 638604, 992777]",Object286Property2
Object286,Property1,365032,"[565641, 999812, 660970, 504233, 961161, 799946, 746732, 840663, 889331, 894936]",Object286Property1
Object286,Property3,437473,"[918685, 861754, 732430, 720390, 625808, 692042, 668346, 684748, 611348, 744042]",Object286Property3
Object286,Property6,484723,"[806067, 679265, 805958, 843892, 685947, 639018, 882393, 507336, 803044, 917391]",Object286Property6
Object287,Property5,207382,"[552339, 698398, 749108, 944408, 545945, 927306, 611877, 809768, 761647, 871699]",Object287Property5
Object287,Property4,367775,"[520070, 714331, 610265, 854543, 900392, 587374, 652208, 604546, 673689, 644759]",Object287Property4
Object287,Property2,278592,"[681520, 817757, 884524, 554127, 719747, 877022, 909074, 562526, 960748, 662914]",Object287Property2
Object287,Property1,110336,"[547984, 849079, 967034, 870023, 561841, 626670, 954011, 718232, 895002, 622958]",Object287Property1
Object287,Property3,254580,"[691858, 739688, 514397, 511156, 509597, 958987, 613174, 908125, 602755, 908543]",Object287Property3
Object287,Property6,432349,"[870284, 542593, 827827, 540005, 858677, 835735, 848048, 624567, 622060, 605546]",Object287Property6
Object288,Property5,291257,"[657758, 504522, 894129, 558040, 688523, 968159, 711319, 529787, 695546, 903052]",Object288Property5
Object288,Property4,403914,"[723421, 928648, 784408, 571303, 628664, 531051, 828247, 795577, 778282, 556265]",Object288Property4
Object288,Property2,158155,"[516369, 651509, 868692, 856181, 642116, 890467, 834251, 947672, 595156, 711563]",Object288Property2
Object288,Property1,208898,"[649949, 791094, 658086, 718578, 733658, 754748, 847874, 690928, 895272, 567824]",Object288Property1
Object288,Property3,434459,"[719265, 691261, 574479, 799419, 519514, 815135, 940741, 688946, 665489, 712055]",Object288Property3
Object288,Property6,117866,"[568530, 717598, 910553, 836224, 902491, 660971, 940391, 943848, 906064, 691289]",Object288Property6
Object289,Property5,278053,"[984611, 679199, 862062, 753437, 765908, 777143, 619899, 869860, 731085, 827552]",Object289Property5
Object289,Property4,331719,"[807896, 921199, 864418, 778050, 734755, 715968, 810455, 742793, 851082, 757719]",Object289Property4
Object289,Property2,492813,"[674131, 820993, 817922, 706230, 643886, 557729, 879123, 589331, 659254, 826368]",Object289Property2
Object289,Property1,223732,"[798693, 724684, 599117, 530348, 524997, 525881, 764808, 776074, 976929, 593748]",Object289Property1
Object289,Property3,204415,"[941036, 691463, 508741, 780341, 795886, 912358, 704308, 543396, 726505, 919816]",Object289Property3
Object289,Property6,178266,"[923222, 603254, 957599, 780752, 679757, 501656, 782583, 666402, 717142, 602122]",Object289Property6
Object290,Property5,174081,"[766695, 922883, 897507, 754418, 562573, 845174, 864995, 615943, 686095, 822395]",Object290Property5
Object290,Property4,134545,"[645492, 623440, 566790, 651472, 898442, 904874, 949905, 583541, 706163, 648005]",Object290Property4
Object290,Property2,303263,"[501797, 872248, 964618, 656279, 653705, 572503, 923423, 772032, 603143, 946150]",Object290Property2
Object290,Property1,295785,"[946595, 936238, 551983, 610349, 555181, 789556, 565983, 678801, 529032, 783098]",Object290Property1
Object290,Property3,471642,"[799527, 518692, 527235, 664189, 583631, 563637, 581998, 862650, 838105, 940957]",Object290Property3
Object290,Property6,288090,"[988977, 518276, 520239, 937198, 747734, 629482, 949242, 974340, 732202, 673460]",Object290Property6
Object291,Property5,133519,"[532034, 717589, 825358, 633218, 995307, 518664, 851969, 923041, 549684, 714784]",Object291Property5
Object291,Property4,298761,"[634040, 643081, 731765, 515376, 672647, 846810, 685491, 708598, 599738, 559376]",Object291Property4
Object291,Property2,133189,"[768257, 809627, 854846, 909153, 984779, 971989, 798082, 501967, 987637, 669090]",Object291Property2
Object291,Property1,198301,"[901206, 720830, 878046, 857598, 680358, 597342, 683472, 763897, 767400, 833474]",Object291Property1
Object291,Property3,427527,"[864029, 761534, 993799, 876302, 853289, 895786, 589310, 569940, 712156, 865757]",Object291Property3
Object291,Property6,420107,"[997832, 509021, 656104, 655285, 842764, 695605, 568899, 879587, 505432, 637915]",Object291Property6
Object292,Property5,302186,"[617380, 566926, 893345, 573600, 668518, 939656, 814395, 766767, 674692, 503142]",Object292Property5
Object292,Property4,283060,"[708841, 604667, 720928, 623935, 699899, 599256, 696491, 902256, 667702, 564116]",Object292Property4
Object292,Property2,221295,"[503418, 891252, 631958, 821869, 559143, 913345, 574139, 717858, 766421, 814726]",Object292Property2
Object292,Property1,445829,"[784805, 799421, 796678, 944841, 993208, 915604, 671728, 662240, 752163, 950794]",Object292Property1
Object292,Property3,386612,"[781160, 501959, 508100, 704158, 584346, 625696, 564889, 946161, 969157, 754672]",Object292Property3
Object292,Property6,149140,"[691813, 820558, 854879, 695704, 795757, 931246, 673323, 689518, 659310, 702379]",Object292Property6
Object293,Property5,456369,"[827372, 662882, 664225, 856859, 553812, 887695, 576578, 718968, 825962, 747175]",Object293Property5
Object293,Property4,489307,"[884483, 520238, 882620, 927774, 521491, 789119, 614086, 982077, 545995, 718746]",Object293Property4
Object293,Property2,160386,"[737238, 806648, 883960, 580806, 697928, 766473, 529021, 933503, 663890, 606643]",Object293Property2
Object293,Property1,125119,"[875871, 743098, 670464, 805463, 723491, 540675, 821183, 925885, 933576, 786468]",Object293Property1
Object293,Property3,299135,"[898552, 675912, 517887, 762376, 986023, 919172, 888436, 949649, 911557, 681034]",Object293Property3
Object293,Property6,422246,"[926418, 556913, 643009, 556404, 702495, 642000, 930368, 600266, 768768, 575648]",Object293Property6
Object294,Property5,222738,"[960209, 524430, 527991, 996755, 644167, 676156, 556739, 719940, 927866, 849885]",Object294Property5
Object294,Property4,128580,"[704975, 644254, 933442, 743993, 500820, 551090, 948756, 755239, 873830, 684194]",Object294Property4
Object294,Property2,489018,"[962540, 983871, 547297, 956304, 645110, 787672, 884931, 926386, 869269, 685873]",Object294Property2
Object294,Property1,340800,"[921697, 721242, 658161, 798765, 685278, 762583, 898939, 538724, 520867, 629285]",Object294Property1
Object294,Property3,447200,"[871078, 962598, 903067, 951499, 682225, 888294, 845292, 560893, 758583, 887293]",Object294Property3
Object294,Property6,471410,"[716334, 816867, 873581, 782802, 622296, 769178, 517532, 627077, 805674, 682923]",Object294Property6
Object295,Property5,130351,"[601972, 952762, 978888, 517683, 611575, 593292, 768750, 975596, 723758, 641409]",Object295Property5
Object295,Property4,281586,"[729803, 662998, 572484, 901217, 885483, 913272, 672644, 627166, 588079, 928518]",Object295Property4
Object295,Property2,287538,"[682554, 544898, 698088, 817278, 835554, 605379, 537556, 917839, 743969, 742052]",Object295Property2
Object295,Property1,422182,"[576478, 904293, 852023, 788508, 843086, 519945, 934067, 644324, 525125, 598616]",Object295Property1
Object295,Property3,348512,"[629285, 898115, 533991, 655559, 912148, 580471, 758722, 859857, 945596, 754492]",Object295Property3
Object295,Property6,192354,"[998243, 690738, 653485, 753756, 846064, 604241, 845281, 959849, 584325, 959746]",Object295Property6
Object296,Property5,481191,"[565797, 523109, 665829, 867408, 989872, 516747, 753381, 612558, 810772, 531928]",Object296Property5
Object296,Property4,102910,"[828942, 570812, 676126, 720691, 949193, 755611, 524176, 775478, 777171, 791985]",Object296Property4
Object296,Property2,120058,"[741044, 613069, 516719, 861418, 605007, 923351, 683951, 803372, 726372, 785328]",Object296Property2
Object296,Property1,261499,"[766268, 922779, 653045, 870992, 540221, 812915, 918706, 979568, 859965, 773699]",Object296Property1
Object296,Property3,468367,"[519719, 981065, 780172, 532572, 766199, 501666, 992932, 723773, 836234, 726443]",Object296Property3
Object296,Property6,195525,"[912261, 818567, 591997, 531836, 820608, 729453, 826682, 890762, 686200, 877960]",Object296Property6
Object297,Property5,445980,"[743854, 878425, 972999, 906906, 898268, 960954, 894775, 508581, 866652, 696568]",Object297Property5
Object297,Property4,249477,"[900510, 834767, 887581, 989267, 647340, 766913, 813598, 742034, 789941, 895802]",Object297Property4
Object297,Property2,163093,"[687674, 812067, 694829, 518565, 783937, 917834, 820485, 730223, 862241, 775942]",Object297Property2
Object297,Property1,293397,"[580664, 747172, 911653, 988669, 526718, 521733, 922347, 807646, 826395, 951492]",Object297Property1
Object297,Property3,242629,"[808967, 569658, 583954, 625747, 789768, 685284, 729420, 554953, 545545, 740680]",Object297Property3
Object297,Property6,418899,"[632214, 583384, 709636, 733076, 962992, 807015, 903045, 838480, 926748, 754683]",Object297Property6
Object298,Property5,331804,"[912491, 701436, 645892, 591315, 705153, 861274, 902042, 854640, 776455, 762237]",Object298Property5
Object298,Property4,302267,"[636524, 502812, 560437, 845768, 629769, 795526, 533132, 720534, 853920, 669302]",Object298Property4
Object298,Property2,256526,"[837411, 825371, 746988, 636086, 522718, 506869, 873015, 572618, 528313, 565656]",Object298Property2
Object298,Property1,444041,"[823699, 554623, 659237, 979979, 749448, 546880, 770478, 573583, 773332, 934039]",Object298Property1
Object298,Property3,256855,"[808912, 516701, 997454, 737341, 626345, 520301, 874313, 977279, 502387, 980780]",Object298Property3
Object298,Property6,442666,"[837515, 856315, 705599, 797364, 837026, 588917, 832727, 821546, 723679, 888785]",Object298Property6
Object299,Property5,257457,"[617743, 834280, 897686, 609249, 838450, 662563, 772068, 668343, 996513, 881382]",Object299Property5
Object299,Property4,273546,"[717347, 965423, 607157, 573827, 626060, 742482, 900006, 628766, 590712, 972497]",Object299Property4
Object299,Property2,313019,"[525307, 781636, 767144, 626294, 951901, 753575, 886393, 726474, 965116, 809088]",Object299Property2
Object299,Property1,370529,"[844155, 614589, 766684, 607410, 689777, 785285, 830668, 983326, 536836, 825781]",Object299Property1
Object299,Property3,189944,"[865980, 572364, 808591, 596932, 761362, 776609, 815258, 700161, 913289, 685088]",Object299Property3
Object299,Property6,468781,"[664048, 992469, 502188, 871640, 633879, 649984, 545659, 818949, 579111, 552203]",Object299Property6
Object300,Property5,143580,"[719124, 656220, 842709, 759006, 955641, 694329, 683115, 739719, 795748, 532549]",Object300Property5
Object300,Property4,156764,"[742366, 797071, 705395, 790295, 787302, 609543, 666125, 808817, 552486, 953725]",Object300Property4
Object300,Property2,302072,"[963116, 620786, 838326, 774050, 918129, 911591, 580755, 763934, 728833, 995579]",Object300Property2
Object300,Property1,143714,"[924587, 560886, 853424, 964860, 628727, 963814, 664264, 602604, 640340, 591991]",Object300Property1
Object300,Property3,189593,"[601200, 955914, 719531, 572646, 795938, 803503, 978079, 683488, 935213, 595648]",Object300Property3
Object300,Property6,272501,"[927331, 614394, 858932, 565989, 703437, 659540, 757520, 645365, 842472, 550214]",Object300Property6
Object301,Property5,264147,"[947684, 815150, 549852, 844415, 960935, 568920, 586783, 683020, 582874, 685253]",Object301Property5
Object301,Property4,130613,"[866939, 579012, 990803, 585459, 513354, 679586, 797674, 931673, 900830, 577651]",Object301Property4
Object301,Property2,314062,"[609718, 705572, 741669, 806125, 822535, 501677, 723604, 784100, 637068, 706705]",Object301Property2
Object301,Property1,466208,"[643986, 778163, 827893, 556717, 735912, 620367, 920570, 623754, 585576, 958978]",Object301Property1
Object301,Property3,453865,"[967268, 712059, 635192, 585770, 849425, 502167, 624983, 889095, 680537, 738299]",Object301Property3
Object301,Property6,387373,"[508902, 703798, 791907, 520666, 972299, 601802, 621748, 881877, 878818, 658432]",Object301Property6
Object302,Property5,443436,"[691139, 762997, 965871, 540899, 853859, 618553, 540657, 650104, 560031, 612007]",Object302Property5
Object302,Property4,359339,"[750083, 961032, 620068, 621815, 545729, 650936, 596094, 858976, 643170, 819956]",Object302Property4
Object302,Property2,136088,"[598968, 998454, 885812, 635799, 860800, 573986, 752138, 746002, 780889, 610274]",Object302Property2
Object302,Property1,175505,"[571515, 679703, 972953, 917664, 805295, 821262, 661896, 557325, 896532, 692183]",Object302Property1
Object302,Property3,333781,"[573805, 865749, 747607, 551378, 611748, 970725, 663693, 730044, 540921, 744148]",Object302Property3
Object302,Property6,217497,"[898463, 938637, 688005, 860634, 857519, 880851, 532834, 677462, 987108, 703216]",Object302Property6
Object303,Property5,126802,"[717311, 589390, 696811, 740139, 567661, 739035, 684962, 785276, 530563, 678305]",Object303Property5
Object303,Property4,346296,"[877040, 543214, 614941, 973343, 789809, 701348, 762966, 984970, 938330, 554013]",Object303Property4
Object303,Property2,282098,"[629415, 835760, 536285, 652243, 860787, 725376, 548507, 803704, 605308, 819720]",Object303Property2
Object303,Property1,163476,"[944467, 845952, 943617, 518030, 723449, 893394, 615295, 910779, 630708, 883699]",Object303Property1
Object303,Property3,480162,"[796345, 529286, 804602, 694227, 782521, 664491, 912608, 910945, 620634, 993643]",Object303Property3
Object303,Property6,418930,"[690484, 989951, 799741, 799514, 796252, 571641, 500173, 892348, 556497, 725284]",Object303Property6
Object304,Property5,242432,"[890247, 514509, 684898, 731845, 868666, 552462, 804121, 583881, 649075, 880152]",Object304Property5
Object304,Property4,166061,"[902838, 810882, 801943, 821328, 608556, 603065, 522043, 976087, 544739, 984945]",Object304Property4
Object304,Property2,406808,"[852447, 697881, 737445, 613310, 680151, 819340, 710748, 990967, 508919, 693187]",Object304Property2
Object304,Property1,491940,"[980034, 755429, 764778, 546970, 939944, 645431, 582974, 859046, 624273, 953764]",Object304Property1
Object304,Property3,104464,"[584082, 974700, 543100, 877133, 977554, 823615, 798163, 629313, 766187, 695100]",Object304Property3
Object304,Property6,132477,"[676797, 573992, 912415, 754137, 527322, 776625, 966106, 797511, 547977, 658098]",Object304Property6
Object305,Property5,345911,"[801999, 913719, 508254, 763427, 692368, 561457, 785345, 933553, 879498, 780640]",Object305Property5
Object305,Property4,144563,"[666758, 601832, 518554, 785179, 595722, 895529, 576622, 744788, 975452, 729432]",Object305Property4
Object305,Property2,294889,"[811553, 519621, 679133, 857188, 864472, 756827, 812374, 811847, 775189, 776746]",Object305Property2
Object305,Property1,235619,"[984489, 712186, 560855, 515101, 501292, 627572, 847492, 881756, 556167, 817411]",Object305Property1
Object305,Property3,110074,"[696494, 511768, 589813, 853210, 600718, 956622, 515121, 535373, 534989, 980109]",Object305Property3
Object305,Property6,180128,"[776697, 952548, 544640, 595057, 791994, 533889, 577612, 688073, 602391, 695857]",Object305Property6
Object306,Property5,193589,"[830301, 873264, 501762, 574531, 997724, 974765, 681442, 820622, 957110, 544245]",Object306Property5
Object306,Property4,256833,"[711137, 837174, 730814, 801891, 512559, 708856, 500868, 528223, 836823, 612999]",Object306Property4
Object306,Property2,182618,"[749722, 836628, 576641, 581606, 523064, 503147, 629469, 561811, 778561, 633408]",Object306Property2
Object306,Property1,463849,"[635663, 762662, 765142, 693083, 854766, 929863, 546360, 957600, 915871, 758492]",Object306Property1
Object306,Property3,254952,"[895578, 529294, 947242, 920832, 826363, 996996, 843258, 911875, 964124, 768635]",Object306Property3
Object306,Property6,421606,"[982243, 914139, 918315, 873812, 821447, 892138, 633603, 615879, 667881, 913798]",Object306Property6
Object307,Property5,428401,"[940065, 682162, 621943, 648214, 646122, 534830, 821172, 851338, 620988, 775182]",Object307Property5
Object307,Property4,379965,"[896400, 590495, 670660, 760227, 962574, 837379, 584922, 949200, 655267, 751600]",Object307Property4
Object307,Property2,363020,"[746983, 799293, 766005, 999088, 725040, 579149, 721168, 998129, 835865, 721513]",Object307Property2
Object307,Property1,337405,"[693104, 574044, 836405, 599839, 548314, 851238, 940732, 710596, 680131, 601431]",Object307Property1
Object307,Property3,130689,"[678170, 807971, 507222, 832092, 814530, 547850, 567772, 809035, 762663, 570370]",Object307Property3
Object307,Property6,393300,"[789297, 720503, 805323, 761654, 880477, 923365, 747255, 818130, 552427, 752718]",Object307Property6
Object308,Property5,186757,"[887802, 946164, 937786, 923933, 559525, 842422, 830883, 908000, 585910, 948574]",Object308Property5
Object308,Property4,391587,"[626505, 873320, 779586, 742323, 657192, 566418, 703405, 936852, 862651, 603439]",Object308Property4
Object308,Property2,372119,"[593630, 850099, 674254, 842210, 591162, 718368, 896420, 928463, 997955, 507568]",Object308Property2
Object308,Property1,228362,"[769276, 651653, 812011, 828448, 938681, 807744, 566911, 810114, 952732, 740497]",Object308Property1
Object308,Property3,117514,"[978702, 649045, 989309, 705008, 526029, 953860, 687973, 717838, 638479, 865795]",Object308Property3
Object308,Property6,395493,"[501975, 506357, 613367, 532121, 918657, 778920, 908135, 583760, 771062, 927517]",Object308Property6
Object309,Property5,475424,"[896147, 919411, 622048, 784321, 770100, 631514, 755340, 594579, 754259, 571125]",Object309Property5
Object309,Property4,408642,"[866723, 691982, 597888, 555001, 795491, 555457, 752245, 608695, 880074, 858706]",Object309Property4
Object309,Property2,451447,"[735594, 743309, 739179, 581100, 721891, 671110, 828574, 969061, 852812, 641638]",Object309Property2
Object309,Property1,223435,"[649515, 547377, 733495, 570803, 783748, 863468, 581693, 656536, 828108, 884222]",Object309Property1
